,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
2503,Hot Rod Williams,williho01,887,29.7,4.2,8.7,0.48,0.0,0.0,0.105,4.2,8.6,0.48100000000000004,0.48,2.7,3.7,0.726,2.3,4.4,6.8,1.8,0.8,1.6,1.4,2.5,11.0,7.1,14.9,0.48,0.0,0.0,0.105,7.1,14.8,0.48100000000000004,4.7,6.4,0.726,4.0,7.6,11.6,3.1,1.4,2.8,2.3,4.4,18.9,111.0,104.0,Career,NBA,15.6,0.535,0.002,0.43200000000000005,9.1,16.9,13.1,9.1,1.5,3.5,11.7,17.2,33.5,37.0,70.5,0.129,-0.5,2.3,1.8,25.1,0,0,0
2504,Jason Williams,willija02,788,29.4,3.9,9.8,0.39799999999999996,1.6,4.8,0.327,2.3,5.0,0.467,0.479,1.1,1.4,0.813,0.2,2.1,2.3,5.9,1.2,0.1,2.1,1.4,10.5,6.8,17.2,0.39799999999999996,2.8,8.5,0.327,4.1,8.7,0.467,2.0,2.5,0.813,0.4,3.6,4.0,10.3,2.1,0.1,3.7,2.5,18.5,103.0,107.0,Career,NBA,14.2,0.505,0.491,0.14300000000000002,0.9,7.8,4.4,32.0,2.1,0.2,16.7,19.1,20.2,18.3,38.5,0.08,1.1,-1.8,-0.7,7.8,0,0,0
2505,Jawad Williams,willija04,90,12.8,1.4,3.8,0.369,0.5,1.6,0.313,0.9,2.2,0.41,0.435,0.5,0.6,0.7190000000000001,0.3,1.2,1.5,0.6,0.2,0.1,0.4,1.2,3.8,5.8,15.6,0.369,2.0,6.5,0.313,3.7,9.1,0.41,1.9,2.6,0.7190000000000001,1.1,4.9,6.0,2.5,1.0,0.4,1.6,4.9,15.4,96.0,110.0,Career,NBA,7.1,0.461,0.419,0.166,2.5,10.9,6.8,7.4,1.0,0.5,8.7,16.2,-0.3,0.9,0.5,0.022000000000000002,-3.1,-1.7,-4.8,-0.8,0,0,0
2506,Jay Williams,willija03,75,26.1,3.6,9.1,0.39899999999999997,0.9,2.7,0.322,2.8,6.4,0.431,0.446,1.4,2.1,0.64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5,7.1,17.9,0.39899999999999997,1.7,5.3,0.322,5.4,12.6,0.431,2.7,4.2,0.64,0.7,4.4,5.1,9.2,2.3,0.4,4.5,4.7,18.7,94.0,107.0,Career,NBA,12.2,0.47200000000000003,0.295,0.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21.0,-0.5,1.3,0.8,0.02,-0.8,-1.4,-2.2,-0.1,0,0,0
2507,Jayson Williams,willija01,475,20.6,2.9,6.5,0.44,0.0,0.1,0.125,2.9,6.5,0.442,0.44,1.6,2.6,0.606,3.3,4.2,7.5,0.6,0.4,0.6,1.1,2.7,7.3,7.2,16.4,0.44,0.0,0.1,0.125,7.2,16.3,0.442,4.0,6.6,0.606,8.4,10.6,19.0,1.5,1.1,1.6,2.7,6.8,18.4,105.0,105.0,Career,NBA,15.1,0.47700000000000004,0.008,0.4,17.3,23.4,20.3,4.8,1.1,2.2,12.4,18.4,8.2,11.7,20.0,0.098,-1.6,-0.4,-2.0,0.1,0,1,0
2508,Jerome Williams,willije01,587,21.7,2.4,4.8,0.502,0.0,0.0,0.038,2.4,4.8,0.506,0.502,1.7,2.7,0.645,2.5,3.9,6.4,0.8,1.1,0.2,1.0,2.1,6.6,5.9,11.8,0.502,0.0,0.1,0.038,5.9,11.7,0.506,4.2,6.5,0.645,6.0,9.5,15.5,2.0,2.6,0.5,2.4,5.1,16.0,112.0,101.0,Career,NBA,15.9,0.547,0.009000000000000001,0.5539999999999999,12.9,21.0,16.9,6.0,2.6,0.7,14.3,14.7,20.3,17.6,37.9,0.14300000000000002,-0.3,1.1,0.8,9.0,0,0,0
2509,John Williams,willijo02,435,25.2,4.1,9.0,0.451,0.1,0.7,0.225,3.9,8.3,0.469,0.45899999999999996,1.8,2.6,0.7040000000000001,1.5,3.6,5.1,2.9,1.3,0.4,1.6,2.3,10.1,7.8,17.4,0.451,0.3,1.3,0.225,7.5,16.1,0.469,3.6,5.0,0.7040000000000001,2.8,6.9,9.7,5.6,2.5,0.8,3.0,4.5,19.5,104.0,106.0,Career,NBA,14.6,0.498,0.07400000000000001,0.29100000000000004,6.2,16.0,11.0,16.5,2.5,1.0,13.4,19.1,5.8,14.1,19.9,0.087,-0.2,1.6,1.3,9.2,0,0,0
2510,Jordan Williams,willijo03,43,14.8,1.8,3.5,0.507,0.0,0.0,,1.8,3.5,0.507,0.507,1.0,1.5,0.652,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,6.5,12.7,0.507,0.0,0.0,,6.5,12.7,0.507,3.6,5.5,0.652,5.5,7.5,13.1,0.9,1.8,1.3,1.9,5.1,16.5,112.0,108.0,Career,NBA,14.5,0.544,0.0,0.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1.0,0.4,1.3,0.10099999999999999,-1.9,-1.1,-3.1,-0.2,0,0,0
2511,Justin Williams,williju01,49,9.3,1.4,2.4,0.573,0.0,0.0,0.0,1.4,2.4,0.578,0.573,0.6,1.8,0.348,1.4,1.9,3.3,0.0,0.2,0.4,0.4,1.4,3.4,7.4,13.0,0.573,0.0,0.1,0.0,7.4,12.9,0.578,3.4,9.9,0.348,7.9,10.3,18.2,0.2,1.1,2.3,2.1,7.6,18.3,109.0,105.0,Career,NBA,16.2,0.528,0.009000000000000001,0.7609999999999999,18.1,24.2,21.1,0.8,1.1,3.5,10.8,17.3,0.5,0.6,1.1,0.11599999999999999,-3.2,-2.9,-6.1,-0.5,0,0,0
2512,Kenny Williams,willike03,260,11.2,2.1,4.1,0.511,0.0,0.1,0.0,2.1,4.1,0.518,0.511,0.6,0.9,0.68,1.2,1.5,2.7,0.6,0.3,0.6,0.5,1.4,4.8,9.3,18.3,0.511,0.0,0.2,0.0,9.3,18.0,0.518,2.6,3.8,0.68,5.4,6.5,11.8,2.8,1.3,2.8,2.3,6.3,21.3,112.0,107.0,Career,NBA,16.1,0.5329999999999999,0.013000000000000001,0.21,12.6,14.1,13.4,8.4,1.3,3.6,10.4,19.1,4.3,3.1,7.4,0.122,-0.2,0.1,0.0,1.4,0,0,0
2513,Kevin Williams,willike01,260,11.3,1.9,4.4,0.435,0.0,0.1,0.077,1.9,4.3,0.44299999999999995,0.436,1.1,1.3,0.805,0.6,0.8,1.4,1.2,0.6,0.1,1.0,2.2,4.9,8.0,18.3,0.435,0.0,0.4,0.077,7.9,17.9,0.44299999999999995,4.4,5.5,0.805,2.6,3.2,5.7,5.1,2.7,0.5,4.1,9.3,20.4,99.0,109.0,Career,NBA,10.6,0.49200000000000005,0.023,0.301,5.9,7.5,6.7,14.8,2.7,0.7,16.5,20.9,0.0,2.6,2.6,0.042,-2.2,-0.6,-2.8,-0.6,0,0,0
2514,Lorenzo Williams,willilo01,253,21.9,1.3,2.8,0.469,0.0,0.0,0.0,1.3,2.8,0.47,0.469,0.3,0.8,0.377,2.7,3.6,6.3,1.0,0.5,1.4,0.9,2.9,3.0,3.1,6.6,0.469,0.0,0.0,0.0,3.1,6.6,0.47,0.7,2.0,0.377,6.3,8.3,14.7,2.3,1.2,3.2,2.2,6.7,6.9,103.0,107.0,Career,NBA,10.2,0.46399999999999997,0.003,0.298,12.8,19.0,15.7,6.0,1.2,4.3,22.4,8.0,1.2,6.1,7.3,0.063,-3.0,3.4,0.4,3.3,0,0,0
2515,Lou Williams,willilo02,858,24.4,4.4,10.4,0.42,1.3,3.8,0.348,3.1,6.6,0.462,0.483,3.6,4.3,0.833,0.4,1.8,2.1,3.1,0.9,0.2,1.6,1.4,13.7,9.2,22.0,0.42,2.8,8.0,0.348,6.5,14.0,0.462,7.6,9.1,0.833,0.8,3.7,4.5,6.6,1.9,0.4,3.4,2.9,28.8,111.0,110.0,Career,NBA,18.2,0.555,0.363,0.413,1.8,8.3,5.0,21.3,1.9,0.6,11.5,25.7,39.7,14.8,54.5,0.125,2.4,-2.2,0.2,11.8,0,0,0
2516,Marcus Williams,willima03,203,15.2,2.1,5.5,0.386,0.6,1.9,0.321,1.5,3.5,0.42100000000000004,0.44299999999999995,0.7,1.0,0.767,0.3,1.5,1.8,2.8,0.4,0.0,1.5,1.0,5.6,7.2,18.6,0.386,2.1,6.6,0.321,5.1,12.0,0.42100000000000004,2.5,3.2,0.767,0.9,5.1,6.1,9.7,1.5,0.1,5.0,3.3,19.0,94.0,110.0,Career,NBA,11.0,0.473,0.354,0.174,2.1,11.5,6.8,30.4,1.5,0.2,19.8,21.9,-2.0,2.0,0.0,-0.001,-2.3,-2.3,-4.6,-2.0,0,0,0
2517,Marcus Williams,willima04,13,3.0,0.5,1.7,0.318,0.0,0.0,,0.5,1.7,0.318,0.318,0.0,0.0,,0.3,0.6,0.9,0.2,0.1,0.1,0.0,0.3,1.1,9.4,29.6,0.318,0.0,0.0,,9.4,29.6,0.318,0.0,0.0,,5.4,10.7,16.1,4.0,1.3,1.3,0.0,5.4,18.8,78.0,106.0,Career,NBA,10.4,0.318,0.0,0.0,11.8,23.8,17.8,13.6,1.3,1.9,0.0,26.2,-0.1,0.0,-0.1,-0.084,-6.4,-1.1,-7.5,-0.1,0,0,0
2518,Marvin Williams,willima02,935,28.7,3.8,8.5,0.444,0.9,2.5,0.358,2.9,6.0,0.479,0.496,2.1,2.6,0.807,1.2,4.0,5.3,1.3,0.8,0.5,1.0,2.0,10.5,6.8,15.4,0.444,1.6,4.5,0.358,5.2,10.9,0.479,3.8,4.7,0.807,2.3,7.3,9.6,2.4,1.4,0.9,1.8,3.7,19.1,111.0,108.0,Career,NBA,13.7,0.546,0.295,0.304,5.0,16.3,10.6,7.2,1.4,1.4,9.5,16.9,32.6,25.5,58.1,0.10400000000000001,-0.3,0.0,-0.3,11.4,0,0,0
2519,Micheal Williams,willimi02,413,25.2,3.6,7.7,0.46399999999999997,0.1,0.5,0.22699999999999998,3.4,7.2,0.48100000000000004,0.47100000000000003,3.7,4.3,0.868,0.7,1.8,2.5,5.8,1.7,0.2,2.3,2.6,11.0,7.0,15.2,0.46399999999999997,0.2,1.0,0.22699999999999998,6.8,14.2,0.48100000000000004,7.4,8.5,0.868,1.4,3.6,5.0,11.4,3.4,0.5,4.5,5.1,21.7,113.0,109.0,Career,NBA,17.9,0.573,0.067,0.562,3.4,8.1,5.8,34.3,3.4,0.6,19.2,20.3,19.4,9.1,28.5,0.132,1.9,-0.4,1.5,9.2,0,0,0
2520,Mike Williams,willimi03,21,4.9,0.3,0.9,0.33299999999999996,0.0,0.0,0.0,0.3,0.8,0.353,0.33299999999999996,0.1,0.3,0.5,0.2,0.9,1.1,0.1,0.1,0.3,0.1,1.4,0.7,2.9,8.8,0.33299999999999996,0.0,0.5,0.0,2.9,8.3,0.353,1.5,2.9,0.5,2.4,8.8,11.2,1.0,1.5,3.4,1.5,14.6,7.3,82.0,106.0,Career,NBA,3.5,0.363,0.055999999999999994,0.33299999999999996,5.6,19.9,12.8,2.6,1.5,4.1,12.7,10.0,-0.1,0.1,0.0,0.012,-7.3,1.4,-5.9,-0.1,0,0,0
2521,Mo Williams,willima01,818,29.2,5.0,11.4,0.434,1.3,3.5,0.37799999999999995,3.6,7.9,0.46,0.493,1.9,2.2,0.871,0.5,2.3,2.8,4.9,0.9,0.1,2.3,2.5,13.2,8.9,20.5,0.434,2.4,6.4,0.37799999999999995,6.5,14.2,0.46,3.4,3.9,0.871,0.9,4.1,5.0,8.8,1.6,0.3,4.1,4.4,23.7,106.0,110.0,Career,NBA,15.0,0.532,0.31,0.192,2.0,9.1,5.5,28.1,1.6,0.4,15.5,22.8,25.4,14.6,40.0,0.08,1.3,-1.9,-0.5,8.9,0,1,0
2522,Monty Williams,willimo01,456,16.7,2.5,5.2,0.48100000000000004,0.0,0.1,0.111,2.5,5.1,0.48700000000000004,0.48200000000000004,1.3,2.0,0.665,1.1,1.7,2.8,1.2,0.6,0.3,1.2,2.0,6.3,7.8,16.3,0.48100000000000004,0.0,0.2,0.111,7.8,16.0,0.48700000000000004,4.1,6.1,0.665,3.4,5.4,8.9,3.7,1.7,0.9,3.8,6.1,19.8,101.0,105.0,Career,NBA,12.8,0.521,0.015,0.376,7.5,11.8,9.7,11.8,1.7,1.3,16.7,19.5,3.7,7.8,11.4,0.07200000000000001,-1.9,0.1,-1.8,0.5,0,0,0
2523,Pete Williams,willipe01,58,10.1,1.2,1.9,0.602,0.0,0.0,,1.2,1.9,0.602,0.602,0.3,0.7,0.425,0.8,1.7,2.5,0.3,0.3,0.4,0.3,1.2,2.6,5.2,8.7,0.602,0.0,0.0,,5.2,8.7,0.602,1.3,3.1,0.425,3.6,7.7,11.3,1.2,1.5,1.8,1.5,5.3,11.8,114.0,104.0,Career,NBA,11.4,0.586,0.0,0.354,8.1,18.8,13.2,3.1,1.5,2.2,13.3,9.9,0.6,0.8,1.4,0.11199999999999999,-2.8,0.9,-1.9,0.0,0,0,0
2524,Ray Williams,willira01,655,28.2,6.0,13.4,0.451,0.2,0.8,0.237,5.9,12.8,0.46,0.456,3.3,4.1,0.802,1.2,2.4,3.6,5.8,1.8,0.3,3.2,3.3,15.5,9.9,22.0,0.451,0.3,1.2,0.237,9.7,21.1,0.46,5.4,6.7,0.802,2.0,3.9,5.9,9.5,3.0,0.5,5.3,5.4,25.4,102.0,104.0,Career,NBA,17.3,0.509,0.044000000000000004,0.304,4.9,9.4,7.1,29.4,3.0,0.6,17.4,25.9,14.8,22.3,37.1,0.096,1.4,0.3,1.7,17.4,0,0,0
2525,Reggie Williams,willire01,599,26.7,5.0,11.4,0.43700000000000006,0.6,2.1,0.298,4.4,9.3,0.46799999999999997,0.46399999999999997,1.9,2.5,0.784,1.3,2.7,4.0,2.5,1.3,0.7,1.8,3.2,12.5,9.1,20.8,0.43700000000000006,1.1,3.8,0.298,7.9,17.0,0.46799999999999997,3.5,4.4,0.784,2.4,4.9,7.3,4.5,2.4,1.2,3.2,5.8,22.7,103.0,107.0,Career,NBA,14.2,0.501,0.183,0.214,5.2,11.1,8.1,14.6,2.4,1.6,12.3,22.0,8.2,17.8,26.0,0.078,0.1,0.5,0.5,10.3,0,0,0
2526,Reggie Williams,willire02,206,18.1,2.9,6.4,0.456,1.0,2.6,0.365,1.9,3.7,0.521,0.532,1.0,1.3,0.75,0.5,1.9,2.4,1.5,0.4,0.1,0.7,1.2,7.8,8.1,17.8,0.456,2.7,7.4,0.365,5.4,10.4,0.521,2.7,3.6,0.75,1.4,5.3,6.7,4.1,1.2,0.2,1.9,3.3,21.6,112.0,113.0,Career,NBA,14.3,0.5579999999999999,0.415,0.204,3.1,12.0,7.5,13.0,1.2,0.3,9.0,18.7,5.6,0.8,6.4,0.08199999999999999,0.9,-2.7,-1.9,0.1,0,0,0
2527,Rickey Williams,williri01,44,7.9,1.3,3.1,0.415,0.0,0.1,0.0,1.3,3.0,0.424,0.415,0.8,1.2,0.66,0.3,0.5,0.9,0.8,0.5,0.1,0.9,1.0,3.3,7.2,17.5,0.415,0.0,0.4,0.0,7.2,17.1,0.424,4.5,6.9,0.66,1.9,3.0,4.9,4.8,2.6,0.5,4.9,5.4,19.0,87.0,106.0,Career,NBA,9.6,0.46399999999999997,0.022000000000000002,0.39299999999999996,4.6,6.6,5.6,14.6,2.6,0.6,19.4,22.2,-0.4,0.3,-0.1,-0.017,-4.3,-1.5,-5.8,-0.3,0,0,0
2528,Rob Williams,williro02,153,22.0,3.3,7.4,0.439,0.1,0.4,0.27399999999999997,3.2,7.0,0.44799999999999995,0.446,2.0,2.5,0.789,0.6,1.6,2.2,5.4,1.1,0.1,2.3,3.2,8.6,6.4,14.6,0.439,0.2,0.8,0.27399999999999997,6.2,13.8,0.44799999999999995,3.9,4.9,0.789,1.2,3.1,4.2,10.6,2.2,0.2,4.5,6.3,16.9,100.0,112.0,Career,NBA,12.2,0.504,0.054000000000000006,0.336,2.8,7.5,5.1,28.9,2.2,0.3,21.3,18.4,0.8,1.3,2.1,0.03,-1.2,-2.2,-3.4,-1.2,0,0,0
