,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
21,Solomon Alabi,alabiso01,26,7.0,0.6,2.0,0.314,0.0,0.0,,0.6,2.0,0.314,0.314,0.3,0.4,0.7,0.8,1.5,2.3,0.2,0.2,0.4,0.3,0.6,1.5,4.7,15.0,0.314,0.0,0.0,,4.7,15.0,0.314,2.1,2.9,0.7,6.5,11.4,17.9,1.5,1.2,3.2,2.3,4.7,11.4,85.0,103.0,Career,NBA,10.3,0.35200000000000004,0.0,0.196,14.3,25.2,19.8,4.2,1.2,4.9,12.6,16.3,-0.2,0.3,0.0,0.01,-6.4,1.0,-5.4,-0.2,0,0,0
22,Mark Alarie,alarima01,325,16.9,3.2,6.7,0.475,0.1,0.4,0.252,3.1,6.3,0.49,0.483,1.0,1.3,0.775,1.3,2.1,3.4,1.1,0.4,0.3,1.0,2.2,7.5,9.0,18.9,0.475,0.3,1.2,0.252,8.7,17.8,0.49,2.8,3.6,0.775,3.8,5.9,9.7,3.1,1.1,0.9,2.7,6.2,21.1,106.0,110.0,Career,NBA,13.0,0.514,0.062,0.191,8.4,13.8,11.0,9.3,1.1,1.1,11.5,19.6,3.9,4.5,8.4,0.073,-1.2,-1.1,-2.2,-0.3,0,0,0
23,Cole Aldrich,aldrico01,337,10.0,1.3,2.4,0.527,0.0,0.0,,1.3,2.4,0.527,0.527,0.5,0.7,0.738,1.0,2.4,3.4,0.5,0.4,0.7,0.6,1.5,3.1,6.6,12.5,0.527,0.0,0.0,,6.6,12.5,0.527,2.7,3.7,0.738,5.1,12.1,17.1,2.8,2.1,3.5,3.0,7.7,15.9,109.0,101.0,Career,NBA,16.6,0.563,0.0,0.29600000000000004,11.2,27.0,19.0,8.6,2.1,5.6,17.6,15.2,3.8,5.8,9.5,0.135,-2.3,3.4,1.0,2.6,0,0,0
24,LaMarcus Aldridge,aldrila01,864,34.6,7.9,16.1,0.488,0.1,0.4,0.292,7.7,15.7,0.494,0.49200000000000005,3.5,4.4,0.8059999999999999,2.7,5.6,8.3,1.9,0.7,1.1,1.6,2.5,19.4,12.0,24.6,0.488,0.2,0.7,0.292,11.8,23.9,0.494,5.4,6.7,0.8059999999999999,4.1,8.6,12.7,2.9,1.1,1.6,2.4,3.8,29.6,112.0,105.0,Career,NBA,20.7,0.5379999999999999,0.027000000000000003,0.272,9.0,18.8,13.9,10.2,1.1,2.4,8.0,26.0,60.3,36.6,96.9,0.156,0.9,0.5,1.4,25.6,0,6,4
25,Chuck Aleksinas,aleksch01,74,15.1,2.2,4.6,0.478,0.0,0.0,0.0,2.2,4.5,0.479,0.478,0.7,1.0,0.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,2.3,5.1,6.7,14.1,0.478,0.0,0.0,0.0,6.7,14.0,0.479,2.3,3.1,0.733,3.6,7.6,11.3,1.5,0.6,0.6,3.0,7.1,15.7,100.0,114.0,Career,NBA,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.1,0.4,0.4,0.019,-3.9,-2.0,-5.9,-1.1,0,0,0
26,Cory Alexander,alexaco01,307,15.8,1.9,4.9,0.389,0.8,2.2,0.354,1.1,2.7,0.41700000000000004,0.46799999999999997,0.9,1.1,0.7559999999999999,0.3,1.3,1.6,2.7,0.9,0.1,1.5,1.7,5.5,6.5,16.6,0.389,2.6,7.4,0.354,3.9,9.2,0.41700000000000004,2.9,3.9,0.7559999999999999,0.9,4.4,5.3,9.2,2.9,0.4,5.1,5.7,18.5,96.0,108.0,Career,NBA,12.4,0.504,0.444,0.233,1.8,9.8,5.7,28.6,2.9,0.6,21.9,20.1,-0.3,3.3,3.0,0.03,-0.7,-1.4,-2.2,-0.2,0,0,0
27,Courtney Alexander,alexaco02,187,21.7,3.5,8.3,0.42200000000000004,0.2,0.6,0.33899999999999997,3.3,7.7,0.429,0.435,1.8,2.2,0.813,0.7,1.5,2.2,1.2,0.6,0.1,1.1,2.0,9.0,8.6,20.3,0.42200000000000004,0.5,1.6,0.33899999999999997,8.0,18.7,0.429,4.4,5.5,0.813,1.6,3.7,5.4,3.0,1.5,0.2,2.7,4.9,22.1,99.0,108.0,Career,NBA,11.5,0.48700000000000004,0.078,0.26899999999999996,3.5,8.2,5.8,9.7,1.4,0.3,10.5,21.7,2.0,2.1,4.1,0.048,-1.9,-2.1,-4.0,-2.1,0,0,0
28,Gary Alexander,alexaga01,11,5.0,0.7,1.3,0.5710000000000001,0.0,0.0,,0.7,1.3,0.5710000000000001,0.5710000000000001,0.3,0.8,0.33299999999999996,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7,7.6,13.3,0.5710000000000001,0.0,0.0,,7.6,13.3,0.5710000000000001,2.8,8.5,0.33299999999999996,6.6,7.6,14.2,1.9,2.8,0.0,7.6,9.5,18.0,82.0,103.0,Career,NBA,8.6,0.529,0.0,0.643,14.7,16.8,15.8,5.4,2.9,0.0,30.8,21.0,-0.1,0.1,0.0,-0.032,-5.1,-0.7,-5.8,-0.1,0,0,0
29,Joe Alexander,alexajo01,67,11.1,1.5,3.7,0.41,0.2,0.7,0.34,1.3,3.0,0.426,0.442,0.9,1.3,0.698,0.7,1.1,1.8,0.7,0.2,0.4,0.8,1.7,4.2,7.2,17.5,0.41,1.1,3.3,0.34,6.1,14.2,0.426,4.2,6.0,0.698,3.2,5.1,8.4,3.1,1.1,2.1,3.6,8.1,19.6,96.0,108.0,Career,NBA,9.9,0.488,0.187,0.34299999999999997,7.0,12.2,9.5,9.5,1.1,3.3,15.3,20.5,-0.3,0.8,0.5,0.03,-3.5,0.2,-3.3,-0.2,0,0,0
30,Victor Alexander,alexavi01,286,20.1,3.8,7.4,0.518,0.1,0.2,0.28600000000000003,3.8,7.2,0.525,0.522,1.1,1.8,0.634,1.6,3.3,4.8,0.9,0.5,0.6,1.3,2.5,8.9,9.2,17.8,0.518,0.2,0.5,0.28600000000000003,9.0,17.2,0.525,2.7,4.2,0.634,3.7,7.8,11.6,2.1,1.1,1.5,3.2,6.0,21.2,105.0,109.0,Career,NBA,13.7,0.541,0.03,0.239,8.6,17.9,13.3,6.7,1.1,1.9,13.9,19.5,3.9,4.9,8.8,0.073,-1.9,-0.8,-2.6,-0.9,0,0,0
31,Steve Alford,alforst01,169,9.7,1.7,3.8,0.45899999999999996,0.2,0.6,0.324,1.5,3.1,0.48700000000000004,0.48700000000000004,0.8,0.9,0.87,0.1,0.7,0.9,1.0,0.5,0.1,0.5,0.7,4.4,8.4,18.3,0.45899999999999996,1.0,3.1,0.324,7.4,15.1,0.48700000000000004,3.7,4.2,0.87,0.7,3.4,4.1,5.1,2.4,0.3,2.6,3.3,21.4,109.0,109.0,Career,NBA,14.4,0.5329999999999999,0.17,0.23,1.7,7.6,4.7,15.4,2.5,0.4,11.3,19.6,1.8,1.4,3.2,0.09300000000000001,-0.7,-1.7,-2.4,-0.2,0,0,0
32,Jerome Allen,allenje01,117,11.2,1.0,2.8,0.35,0.3,1.1,0.317,0.6,1.7,0.37,0.41100000000000003,0.6,0.9,0.63,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9,4.6,13.2,0.35,1.6,5.1,0.317,3.0,8.1,0.37,2.8,4.4,0.63,1.2,3.8,5.0,8.1,2.1,0.4,4.2,5.1,13.6,92.0,109.0,Career,NBA,8.5,0.45,0.387,0.331,2.7,8.3,5.6,24.0,2.1,0.5,21.6,16.5,-0.9,1.0,0.2,0.006,-2.9,-1.3,-4.2,-0.7,0,0,0
33,Lavoy Allen,allenla01,388,17.8,2.1,4.5,0.47100000000000003,0.0,0.0,0.133,2.1,4.5,0.474,0.47200000000000003,0.5,0.7,0.682,1.8,2.9,4.8,1.0,0.3,0.6,0.7,1.8,4.8,6.1,13.0,0.47100000000000003,0.0,0.1,0.133,6.1,12.8,0.474,1.4,2.0,0.682,5.3,8.3,13.6,2.8,0.9,1.6,1.9,5.2,13.6,107.0,105.0,Career,NBA,12.5,0.491,0.009000000000000001,0.158,11.4,18.2,14.8,8.4,0.9,2.5,12.0,13.9,5.7,8.1,13.8,0.096,-2.4,1.2,-1.2,1.3,0,0,0
34,Malik Allen,allenma01,478,15.2,2.2,4.9,0.439,0.0,0.0,0.188,2.2,4.9,0.441,0.44,0.5,0.7,0.778,1.0,1.9,2.8,0.5,0.3,0.5,0.7,1.9,4.9,7.6,17.3,0.439,0.0,0.1,0.188,7.6,17.2,0.441,1.8,2.4,0.778,3.4,6.5,9.9,1.7,0.9,1.6,2.3,6.6,17.0,95.0,105.0,Career,NBA,9.9,0.465,0.006999999999999999,0.13699999999999998,7.4,14.3,10.8,5.3,0.9,2.4,11.3,17.9,-1.6,8.2,6.6,0.044000000000000004,-4.2,0.1,-4.0,-3.8,0,0,0
35,Randy Allen,allenra01,70,11.3,1.6,3.7,0.442,0.0,0.1,0.0,1.6,3.6,0.456,0.442,0.3,0.6,0.5329999999999999,0.7,1.3,2.1,0.3,0.2,0.3,0.4,1.6,3.6,7.2,16.2,0.442,0.0,0.5,0.0,7.2,15.7,0.456,1.5,2.8,0.5329999999999999,3.3,5.8,9.1,1.4,1.1,1.3,1.9,6.8,15.8,94.0,111.0,Career,NBA,8.3,0.45399999999999996,0.031,0.174,7.4,13.3,10.4,4.2,1.1,1.5,9.7,16.8,-0.4,0.6,0.2,0.011000000000000001,-4.7,-1.5,-6.2,-0.8,0,0,0
36,Ray Allen,allenra02,1300,35.6,6.6,14.6,0.452,2.3,5.7,0.4,4.3,8.9,0.485,0.53,3.4,3.8,0.894,0.9,3.1,4.1,3.4,1.1,0.2,2.1,2.2,18.9,9.8,21.7,0.452,3.4,8.5,0.4,6.4,13.2,0.485,5.0,5.6,0.894,1.4,4.6,6.0,5.0,1.7,0.3,3.1,3.3,28.0,114.0,108.0,Career,NBA,18.6,0.58,0.392,0.26,3.2,10.3,6.8,16.5,1.7,0.4,11.4,23.8,111.7,33.4,145.1,0.15,4.2,-1.3,3.0,58.1,0,10,2
37,Tony Allen,allento01,820,22.0,3.2,6.6,0.475,0.2,0.5,0.282,3.0,6.1,0.49200000000000005,0.48700000000000004,1.7,2.3,0.7090000000000001,1.2,2.3,3.5,1.3,1.4,0.4,1.4,2.4,8.1,7.5,15.8,0.475,0.4,1.3,0.282,7.2,14.5,0.49200000000000005,3.9,5.5,0.7090000000000001,3.0,5.4,8.4,3.1,3.4,1.0,3.2,5.7,19.3,103.0,102.0,Career,NBA,14.2,0.529,0.08199999999999999,0.35,6.6,12.1,9.4,9.6,3.4,1.5,15.1,18.7,9.1,29.6,38.7,0.10300000000000001,-1.1,2.1,1.0,13.7,0,0,0
38,Lance Allred,allrela01,3,3.3,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,5.3,21.3,0.25,0.0,0.0,,5.3,21.3,0.25,5.3,10.6,0.5,0.0,5.3,5.3,0.0,0.0,0.0,0.0,5.3,16.0,72.0,112.0,Career,NBA,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-12.6,-7.1,-19.7,0.0,0,0,0
39,Darrell Allums,allumda01,22,12.5,1.0,3.0,0.34299999999999997,0.0,0.0,0.0,1.0,3.0,0.348,0.34299999999999997,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7,4.1,11.8,0.34299999999999997,0.0,0.2,0.0,4.1,11.6,0.348,2.3,3.9,0.591,3.3,8.1,11.5,4.4,0.9,1.4,4.1,9.0,10.4,79.0,109.0,Career,NBA,5.3,0.385,0.015,0.32799999999999996,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054000000000000006,-5.9,0.4,-5.6,-0.2,0,0,0
40,Morris Almond,almonmo01,38,9.5,1.1,3.0,0.381,0.2,0.6,0.292,0.9,2.3,0.40399999999999997,0.41200000000000003,0.7,0.9,0.743,0.3,0.9,1.2,0.3,0.3,0.1,0.5,1.1,3.1,6.1,16.1,0.381,1.0,3.4,0.292,5.1,12.7,0.40399999999999997,3.7,5.0,0.743,1.4,5.1,6.6,1.7,1.7,0.6,2.7,6.0,17.0,91.0,109.0,Career,NBA,7.0,0.46299999999999997,0.212,0.31,3.3,11.8,7.5,4.9,1.7,0.9,12.9,18.3,-0.3,0.3,0.0,0.005,-4.8,-1.6,-6.4,-0.4,0,0,0
41,Derrick Alston,alstode01,139,19.1,2.3,4.7,0.489,0.0,0.1,0.14300000000000002,2.3,4.6,0.493,0.49,0.8,1.7,0.48700000000000004,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4,6.3,12.8,0.489,0.0,0.1,0.14300000000000002,6.2,12.7,0.493,2.2,4.6,0.48700000000000004,4.5,5.8,10.3,1.9,1.9,1.7,2.2,5.9,14.8,103.0,111.0,Career,NBA,11.7,0.499,0.011000000000000001,0.36,9.8,13.2,11.5,5.9,1.9,2.4,12.9,14.6,0.8,1.8,2.6,0.047,-2.6,0.4,-2.1,-0.1,0,0,0
42,Rafer Alston,alstora01,671,28.9,3.7,9.5,0.38299999999999995,1.5,4.2,0.354,2.2,5.3,0.40700000000000003,0.461,1.3,1.8,0.7290000000000001,0.4,2.5,2.8,4.8,1.2,0.2,1.8,2.1,10.1,6.7,17.5,0.38299999999999995,2.7,7.7,0.354,4.0,9.8,0.40700000000000003,2.5,3.4,0.7290000000000001,0.7,4.5,5.2,8.8,2.2,0.3,3.3,3.9,18.6,102.0,105.0,Career,NBA,13.2,0.49,0.44,0.19399999999999998,1.5,9.7,5.6,27.4,2.2,0.4,14.7,19.4,10.3,22.6,32.9,0.081,0.4,-0.2,0.2,10.9,0,0,0
43,Peter Aluma,alumape01,2,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0,10.0,20.0,0.5,0.0,0.0,,10.0,20.0,0.5,0.0,0.0,,10.0,10.0,20.0,0.0,10.0,10.0,20.0,40.0,20.0,55.0,73.0,Career,NBA,3.1,0.5,0.0,0.0,21.2,21.0,21.1,0.0,10.0,12.7,50.0,34.1,0.0,0.0,0.0,-0.20600000000000002,-15.2,8.2,-7.1,0.0,0,0,0
44,John Amaechi,amaecjo01,294,16.4,2.3,5.6,0.40299999999999997,0.0,0.0,0.077,2.3,5.6,0.405,0.40299999999999997,1.7,2.6,0.6709999999999999,0.8,1.8,2.6,0.8,0.3,0.3,1.3,1.7,6.2,7.1,17.6,0.40299999999999997,0.0,0.1,0.077,7.1,17.5,0.405,5.5,8.1,0.6709999999999999,2.5,5.8,8.3,2.4,1.0,1.0,4.1,5.3,19.7,90.0,105.0,Career,NBA,8.9,0.46399999999999997,0.008,0.462,5.5,12.9,9.2,7.6,1.0,1.5,16.3,21.6,-3.8,4.2,0.5,0.005,-4.9,-1.2,-6.1,-5.0,0,0,0
45,Ashraf Amaya,amayaas01,85,14.7,1.6,3.4,0.455,0.0,0.0,0.5,1.6,3.4,0.455,0.457,1.3,2.1,0.633,1.6,2.6,4.2,0.4,0.3,0.2,0.8,2.1,4.5,5.6,12.3,0.455,0.0,0.1,0.5,5.6,12.2,0.455,4.7,7.5,0.633,5.6,9.4,15.0,1.5,1.2,0.5,2.8,7.6,16.0,103.0,107.0,Career,NBA,11.5,0.512,0.006999999999999999,0.606,12.2,21.5,16.7,4.8,1.2,0.8,15.3,15.9,0.5,1.4,1.9,0.071,-3.8,-0.6,-4.4,-0.7,0,0,0
46,Al-Farouq Aminu,aminual01,584,24.7,2.8,6.5,0.423,0.7,2.2,0.33799999999999997,2.0,4.4,0.46399999999999997,0.478,1.2,1.7,0.726,1.4,4.5,5.9,1.2,1.0,0.6,1.3,1.9,7.5,5.8,13.6,0.423,1.5,4.5,0.33799999999999997,4.2,9.1,0.46399999999999997,2.6,3.6,0.726,2.9,9.3,12.2,2.6,2.0,1.2,2.6,3.9,15.6,102.0,106.0,Career,NBA,12.4,0.514,0.32899999999999996,0.261,6.4,20.6,13.5,7.4,2.0,1.9,14.8,15.6,4.9,16.7,21.6,0.07200000000000001,-1.6,1.4,-0.1,6.8,0,0,0
47,Lou Amundson,amundlo01,428,12.9,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.2,0.475,0.474,0.6,1.4,0.444,1.5,2.1,3.6,0.4,0.4,0.7,0.7,2.0,3.7,6.0,12.8,0.474,0.0,0.0,0.0,6.0,12.7,0.475,2.5,5.6,0.444,6.0,8.4,14.4,1.8,1.4,2.9,2.8,7.8,14.6,100.0,106.0,Career,NBA,12.0,0.479,0.002,0.441,13.6,18.4,16.0,5.2,1.4,4.2,15.5,15.7,0.9,6.1,6.9,0.06,-2.9,1.0,-2.0,0.1,0,0,0
48,Chris Andersen,anderch01,695,17.7,1.9,3.6,0.532,0.0,0.1,0.221,1.9,3.5,0.541,0.535,1.5,2.3,0.654,1.7,3.3,5.0,0.5,0.4,1.4,0.7,1.9,5.4,5.7,10.7,0.532,0.1,0.3,0.221,5.6,10.4,0.541,4.5,6.9,0.654,5.0,9.8,14.8,1.4,1.3,4.2,2.2,5.7,15.9,116.0,102.0,Career,NBA,16.7,0.581,0.027000000000000003,0.65,11.3,22.1,16.7,4.4,1.3,6.3,13.7,13.9,20.2,19.5,39.7,0.155,-1.5,2.7,1.2,9.8,0,0,0
49,David Andersen,anderda03,103,12.3,2.0,4.5,0.44,0.3,1.0,0.34700000000000003,1.6,3.5,0.467,0.478,0.6,0.9,0.674,0.7,2.1,2.8,0.6,0.2,0.2,0.6,1.5,4.9,8.3,18.8,0.44,1.4,4.1,0.34700000000000003,6.9,14.7,0.467,2.5,3.6,0.674,3.0,8.9,11.9,2.3,0.8,0.9,2.4,6.5,20.5,101.0,108.0,Career,NBA,11.7,0.501,0.21899999999999997,0.193,6.6,20.7,13.4,7.3,0.8,1.3,10.6,19.8,0.3,1.2,1.5,0.059000000000000004,-2.9,-1.3,-4.2,-0.7,0,0,0
50,Alan Anderson,anderal01,330,20.6,2.6,6.3,0.405,1.0,2.9,0.344,1.6,3.4,0.457,0.484,1.2,1.5,0.816,0.5,1.7,2.2,1.1,0.6,0.1,0.9,1.8,7.3,6.5,16.0,0.405,2.5,7.4,0.344,3.9,8.6,0.457,3.1,3.8,0.816,1.2,4.3,5.5,2.8,1.4,0.2,2.2,4.6,18.6,103.0,110.0,Career,NBA,10.3,0.526,0.462,0.23800000000000002,2.6,9.7,6.1,8.8,1.4,0.4,11.2,17.6,3.7,3.7,7.4,0.052000000000000005,-0.6,-1.6,-2.1,-0.2,0,0,0
51,Antonio Anderson,anderan02,1,15.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.4,10.3,0.33299999999999996,0.0,0.0,,3.4,10.3,0.33299999999999996,0.0,0.0,,3.4,0.0,3.4,0.0,0.0,0.0,3.4,3.4,6.9,66.0,114.0,Career,NBA,-1.7,0.33299999999999996,0.0,0.0,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.10400000000000001,-8.2,-3.1,-11.4,0.0,0,0,0
52,Derek Anderson,anderde01,615,29.2,3.9,9.6,0.408,1.0,3.1,0.341,2.9,6.6,0.44,0.46299999999999997,3.0,3.6,0.853,0.7,2.5,3.2,3.4,1.1,0.1,1.7,2.0,12.0,7.2,17.6,0.408,1.9,5.6,0.341,5.3,12.0,0.44,5.6,6.5,0.853,1.3,4.6,5.9,6.2,2.1,0.3,3.1,3.7,21.9,108.0,106.0,Career,NBA,15.3,0.534,0.319,0.371,2.9,10.0,6.5,19.6,2.1,0.4,13.2,20.4,28.0,15.9,43.9,0.11699999999999999,1.5,-0.6,0.9,13.3,0,0,0
53,Dwight Anderson,anderdw01,5,6.6,1.4,2.8,0.5,0.0,0.0,,1.4,2.8,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2,9.1,18.2,0.5,0.0,0.0,,9.1,18.2,0.5,9.1,13.0,0.7,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,96.0,112.0,Career,NBA,10.6,0.5710000000000001,0.0,0.7140000000000001,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,0.0,0.0,0.0,0.001,-3.9,-5.1,-9.0,-0.1,0,0,0
54,Eric Anderson,anderer01,27,3.1,0.4,1.3,0.34299999999999997,0.1,0.1,1.0,0.4,1.2,0.303,0.371,0.6,1.0,0.593,0.4,0.7,1.1,0.2,0.1,0.1,0.3,0.9,1.6,7.4,21.6,0.34299999999999997,1.2,1.2,1.0,6.2,20.4,0.303,9.9,16.7,0.593,7.4,11.7,19.1,3.1,1.9,1.2,4.3,14.2,25.9,97.0,95.0,Career,NBA,13.1,0.44799999999999995,0.057,0.7709999999999999,16.6,25.1,21.0,9.2,1.8,1.7,13.0,28.3,0.0,0.2,0.2,0.107,-3.6,0.2,-3.4,0.0,0,0,0
55,Greg Anderson,andergr01,680,20.6,3.0,6.0,0.49200000000000005,0.0,0.0,0.087,3.0,6.0,0.494,0.49200000000000005,1.4,2.5,0.557,2.1,4.1,6.2,0.6,0.7,0.9,1.4,2.6,7.3,7.0,14.2,0.49200000000000005,0.0,0.1,0.087,7.0,14.1,0.494,3.2,5.8,0.557,5.0,9.8,14.8,1.3,1.7,2.1,3.2,6.1,17.2,100.0,106.0,Career,NBA,13.0,0.513,0.006,0.408,10.9,22.9,16.7,4.0,1.7,2.7,16.1,16.8,1.8,16.9,18.7,0.064,-3.2,0.4,-2.7,-2.6,0,0,0
56,J.J. Anderson,anderjj01,157,12.5,1.9,4.2,0.465,0.0,0.1,0.0,1.9,4.1,0.47100000000000003,0.465,0.9,1.6,0.5579999999999999,1.2,1.6,2.8,0.7,0.7,0.2,0.8,1.6,4.8,7.0,15.1,0.465,0.0,0.2,0.0,7.0,14.9,0.47100000000000003,3.2,5.7,0.5579999999999999,4.3,5.8,10.1,2.5,2.5,0.9,3.0,5.8,17.2,98.0,104.0,Career,NBA,12.1,0.489,0.013999999999999999,0.37799999999999995,10.1,12.8,11.4,7.6,2.5,1.0,14.6,18.0,0.1,2.5,2.7,0.065,-1.9,0.4,-1.5,0.3,0,0,0
57,James Anderson,anderja01,247,17.5,2.1,5.2,0.41100000000000003,0.8,2.5,0.321,1.3,2.7,0.495,0.488,0.7,0.9,0.755,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8,6.0,14.5,0.41100000000000003,2.2,7.0,0.321,3.7,7.6,0.495,2.0,2.7,0.755,1.2,5.1,6.4,3.3,1.4,0.6,2.5,3.3,16.2,100.0,110.0,Career,NBA,9.9,0.516,0.479,0.183,2.7,11.7,7.1,10.0,1.4,1.0,13.5,16.0,0.9,2.4,3.3,0.037000000000000005,-1.8,-1.0,-2.8,-0.9,0,0,0
58,Kenny Anderson,anderke01,858,30.1,4.7,11.1,0.42100000000000004,0.6,1.8,0.34600000000000003,4.0,9.2,0.436,0.449,2.6,3.3,0.79,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6,8.0,19.0,0.42100000000000004,1.1,3.2,0.34600000000000003,6.9,15.9,0.436,4.5,5.7,0.79,1.3,3.9,5.3,10.4,2.5,0.2,3.5,4.0,21.6,108.0,106.0,Career,NBA,16.4,0.501,0.166,0.298,2.9,8.7,5.7,33.2,2.5,0.3,14.1,21.3,36.4,26.1,62.5,0.11599999999999999,1.4,-0.7,0.8,18.0,0,1,0
59,Michael Anderson,andermi01,36,20.3,2.0,4.9,0.41700000000000004,0.0,0.2,0.14300000000000002,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,4.6,11.0,0.41700000000000004,0.1,0.4,0.14300000000000002,4.5,10.6,0.429,3.6,5.2,0.695,2.8,2.8,5.6,9.7,2.8,0.2,5.3,4.0,12.9,93.0,109.0,Career,NBA,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,-0.5,0.6,0.2,0.01,-3.0,-0.4,-3.4,-0.3,0,0,0
60,Nick Anderson,anderni01,800,31.2,5.5,12.4,0.446,1.3,3.7,0.35600000000000004,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4,9.0,20.1,0.446,2.1,6.0,0.35600000000000004,6.8,14.1,0.485,3.3,5.0,0.667,2.1,6.2,8.2,4.2,2.3,0.7,2.8,3.0,23.4,107.0,106.0,Career,NBA,15.8,0.525,0.3,0.249,4.6,13.8,9.2,13.3,2.3,1.0,11.0,21.3,27.5,27.8,55.3,0.106,1.4,0.4,1.7,23.5,0,0,0
61,Richard Anderson,anderri01,407,14.7,2.2,5.4,0.41200000000000003,0.4,1.1,0.33299999999999996,1.9,4.3,0.43200000000000005,0.446,0.7,0.9,0.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6,7.0,16.9,0.41200000000000003,1.1,3.4,0.33299999999999996,5.8,13.5,0.43200000000000005,2.3,3.0,0.762,3.5,7.4,10.9,4.7,1.7,0.7,2.8,5.3,17.3,102.0,108.0,Career,NBA,12.3,0.47600000000000003,0.20199999999999999,0.175,8.0,18.0,12.9,13.1,1.7,0.9,13.2,17.8,2.1,5.5,7.6,0.061,-1.1,-0.1,-1.2,1.2,0,0,0
62,Ron Anderson,anderro01,664,22.8,4.4,9.4,0.47100000000000003,0.2,0.6,0.287,4.3,8.8,0.48200000000000004,0.479,1.6,2.0,0.8140000000000001,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6,9.6,20.4,0.47100000000000003,0.3,1.2,0.287,9.2,19.2,0.48200000000000004,3.5,4.3,0.8140000000000001,2.8,4.8,7.5,3.1,1.5,0.3,2.4,3.3,23.0,107.0,111.0,Career,NBA,14.3,0.517,0.059000000000000004,0.212,6.3,10.7,8.5,9.6,1.5,0.4,9.7,21.2,14.0,10.2,24.2,0.077,-0.4,-1.3,-1.7,1.1,0,0,0
