,Name,Draft_Pick
3307,Mark Radford,53
3308,Wayne Radford,27
3309,Dino Radja,40
3310,Vladimir Radmanovic,12
3311,Aleksandar Radojevic,12
3312,Frank Radovich,14
3313,Moe Radovich,
3314,Miroslav Raduljica,
3315,Ray Radziszewski,30
3316,Ray Ragelis,17
3317,Sherwin Raiken,
3318,Ed Rains,30
3319,Igor Rakocevic,51
3320,Kurt Rambis,58
3321,Peter John Ramos,32
3322,Cal Ramsey,13
3323,Frank Ramsey,5
3324,Ray Ramsey,
3325,Mark Randall,26
3326,Chasson Randle,
3327,Julius Randle,7
3328,Anthony Randolph,14
3329,Shavlik Randolph,
3330,Zach Randolph,19
3331,Wally Rank,99
3332,Kelvin Ransey,4
3333,Sam Ranzino,8
3334,Bobby Rascoe,18
3335,Blair Rasmussen,15
3336,Xavier Rathan-Mayes,
3337,George Ratkovicz,
3338,Ed Ratleff,6
3339,Mike Ratliff,28
3340,Theo Ratliff,18
3341,Andy Rautins,38
3342,Leo Rautins,17
3343,Allan Ray,
3344,Clifford Ray,40
3345,Don Ray,11
3346,James Ray,5
3347,Jim Ray,
3348,Jimmy Rayl,22
3349,Craig Raymond,12
3350,Connie Rea,
3351,Joe Reaves,42
3352,Zeljko Rebraca,54
3353,Eldridge Recasner,
3354,Michael Redd,43
3355,Frank Reddout,
3356,J.J. Redick,11
3357,Marlon Redmond,60
3358,Davon Reed,32
3359,Hub Reed,14
3360,Justin Reed,40
3361,Ron Reed,20
3362,Willie Reed,
3363,Willis Reed,8
3364,Bryant Reeves,6
3365,Khalid Reeves,12
3366,Richie Regan,4
3367,Don Rehfeldt,2
3368,Billy Reid,98
3369,Don Reid,58
3370,J.R. Reid,5
3371,Jim Reid,53
3372,Robert Reid,40
3373,Ryan Reid,57
3374,Jared Reiner,
3375,Chick Reiser,
3376,Richard Rellford,95
3377,Terrence Rencher,32
3378,John Rennicke,51
3379,Bob Rensberger,
3380,Efthimi Rentzias,23
3381,Shawn Respert,8
3382,Kevin Restani,39
3383,George Reynolds,17
3384,Jerry Reynolds,22
3385,Kendall Rhine,67
3386,Gene Rhodes,
3387,Rodrick Rhodes,24
3388,Glen Rice,4
3389,"Glen Rice, Jr.",35
3390,Chris Richard,41
3391,Clint Richardson,36
3392,Jason Richardson,5
3393,Jeremy Richardson,
3394,Josh Richardson,40
3395,Malachi Richardson,22
3396,Micheal Ray Richardson,4
3397,Norm Richardson,
3398,Pooh Richardson,10
3399,Quentin Richardson,18
3400,Mitch Richmond,5
3401,John Richter,6
3402,Dick Ricketts,1
3403,Isaiah Rider,5
3404,Jackie Ridgle,41
3405,Luke Ridnour,14
3406,Mel Riebe,
3407,Bob Riedy,56
3408,Jim Riffey,
3409,Antoine Rigaudeau,
3410,Tom Riker,8
3411,Bob Riley,82
3412,Eric Riley,33
3413,Pat Riley,7
3414,Ron Riley,38
3415,Rich Rinaldi,43
3416,Mike Riordan,28
3417,Arnie Risen,
3418,Tex Ritter,
3419,Ramon Rivas,
3420,Austin Rivers,10
3421,David Rivers,25
3422,Doc Rivers,31
3423,Lee Robbins,
3424,Red Robbins,59
3425,Andre Roberson,26
3426,Anthony Roberson,
3427,Rick Roberson,15
3428,Terrance Roberson,
3429,Anthony Roberts,21
3430,Bill Roberts,
3431,Brian Roberts,
3432,Fred Roberts,27
3433,Joe Roberts,21
3434,Lawrence Roberts,55
3435,Marv Roberts,45
3436,Stanley Roberts,23
3437,Alvin Robertson,7
3438,Oscar Robertson,1
3439,Ryan Robertson,45
3440,Tony Robertson,88
3441,Rick Robey,3
3442,Bernard Robinson,45
3443,Chris Robinson,51
3444,Cliff Robinson,11
3445,Clifford Robinson,36
3446,David Robinson,1
3447,Eddie Robinson,
3448,Flynn Robinson,15
3449,Glenn Robinson,1
3450,Glenn Robinson III,40
3451,Jackie Robinson,67
3452,Jamal Robinson,
3453,James Robinson,21
3454,Larry Robinson,
3455,Nate Robinson,21
3456,Oliver Robinson,24
3457,Ronnie Robinson,60
3458,Rumeal Robinson,10
3459,Samuel Robinson,91
3460,Thomas Robinson,5
3461,Truck Robinson,22
3462,Wayne Robinson,31
3463,Wilbert Robinson,54
3464,Bill Robinzine,10
3465,Dave Robisch,44
3466,Red Rocha,
3467,John Roche,14
3468,Gene Rock,
3469,Jack Rocker,
3470,Guy Rodgers,
3471,Dennis Rodman,27
3472,Sergio Rodriguez,27
3473,Lou Roe,30
3474,Carlos Rogers,11
3475,Harry Rogers,67
3476,Johnny Rogers,34
3477,Marshall Rogers,34
3478,Rodney Rogers,9
3479,Roy Rogers,22
3480,Willie Rogers,94
3481,Al Roges,
3482,Ken Rohloff,59
3483,Kenny Rollins,
3484,Phil Rollins,
3485,Tree Rollins,14
3486,Lorenzo Romar,41
3487,Rajon Rondo,21
3488,Jerry Rook,97
3489,Sean Rooks,30
3490,Derrick Rose,1
3491,Jalen Rose,13
3492,Malik Rose,44
3493,Rob Rose,
3494,Petey Rosenberg,
3495,Lennie Rosenbluth,6
3496,Hank Rosenstein,
3497,Dick Rosenthal,4
3498,Quinton Ross,
3499,Terrence Ross,8
3500,Doug Roth,41
3501,Scott Roth,82
3502,Irv Rothenberg,
3503,Mickey Rottner,
3504,Dan Roundfield,28
3505,Giff Roux,
3506,Ron Rowan,67
3507,Curtis Rowe,11
3508,Jim Rowinski,86
3509,Derrick Rowland,11
3510,Brian Rowsom,34
3511,Brandon Roy,6
3512,Donald Royal,52
3513,Reggie Royals,70
3514,Bob Royer,
3515,Clifford Rozier,16
3516,Terry Rozier,16
3517,Ricky Rubio,5
3518,Guy Rucker,
3519,Delaney Rudd,83
3520,John Rudd,32
3521,Damjan Rudez,
3522,John Rudometkin,9
3523,Michael Ruffin,32
3524,Trevor Ruffin,
3525,Paul Ruffner,28
3526,Joe Ruklick,9
3527,Jeff Ruland,25
3528,Bob Rule,19
3529,Jerry Rullo,
3530,Stefano Rusconi,52
3531,Brandon Rush,13
3532,Kareem Rush,20
3533,Bill Russell,2
3534,Bryon Russell,45
3535,Campy Russell,8
3536,Cazzie Russell,1
3537,D'Angelo Russell,2
3538,Frank Russell,35
3539,Pierre Russell,07
3540,Rubin Russell,33
3541,Walker Russell,78
3542,Walker Russell,
3543,Arvydas Sabonis,77
3544,Domantas Sabonis,11
3545,Robert Sacre,60
3546,Ed Sadowski,
3547,Kenny Sailors,
3548,John Salley,11
3549,John Salmons,26
3550,Al Salvadori,32
3551,Kevin Salvadori,
3552,Soumaila Samake,36
3553,Cheikh Samb,51
3554,JaKarr Sampson,
3555,Jamal Sampson,47
3556,Ralph Sampson,1
3557,Samardo Samuels,
3558,Pepe Sanchez,
3559,Al Sanders,56
3560,Frankie Sanders,20
3561,Jeff Sanders,20
3562,Larry Sanders,15
3563,Melvin Sanders,
3564,Mike Sanders,74
3565,Tom Sanders,8
3566,Ron Sanford,51
3567,Daniel Santiago,
3568,Bob Santini,
3569,Wayne Sappleton,38
3570,Dario Saric,12
3571,Jason Sasser,41
3572,Jeryl Sasser,22
3573,Tomas Satoransky,32
3574,Kenny Satterfield,54
3575,Pep Saul,10
3576,Woody Sauldsberry,60
3577,Glynn Saulters,52
3578,Fred Saunders,31
3579,Don Savage,14
3580,Predrag Savovic,
3581,Alan Sawyer,
3582,Brian Scalabrine,35
3583,Alex Scales,
3584,DeWayne Scales,36
3585,Frank Schade,53
3586,Ben Schadler,
3587,Herm Schaefer,
3588,Billy Schaeffer,23
3589,Bob Schafer,17
3590,Ben Scharnus,
3591,Marv Schatzman,
3592,Fred Schaus,
3593,Danny Schayes,13
3594,Dolph Schayes,4
3595,Ossie Schectman,
3596,Steve Scheffler,39
3597,Tom Scheffler,17
3598,Dave Schellhase,10
3599,Luke Schenscher,
3600,Herb Scherer,
3601,Dwayne Schintzius,24
3602,Dale Schlueter,63
3603,Otto Schnellbacher,
3604,Dick Schnittker,4
3605,Russ Schoene,45
3606,Dave Scholz,56
3607,Milt Schoon,
3608,Detlef Schrempf,8
3609,Dennis Schroder,17
3610,Howie Schultz,
3611,Dick Schulz,
3612,Roger Schurig,
3613,John Schweitz,38
3614,Luis Scola,56
3615,Fred Scolari,
3616,Alvin Scott,36
3617,Brent Scott,
3618,Byron Scott,4
3619,Charlie Scott,06
3620,Dennis Scott,4
3621,James Scott,
3622,Mike Scott,43
3623,Ray Scott,4
3624,Shawnelle Scott,43
3625,Willie Scott,29
3626,Paul Scranton,
3627,Carey Scurry,37
3628,Bruce Seals,21
3629,Shea Seals,
3630,Malik Sealy,14
3631,Ed Searcy,82
3632,Kenny Sears,4
3633,Wayne See,
3634,Thabo Sefolosha,13
3635,Rony Seikaly,9
3636,Glen Selbo,2
3637,Josh Selby,49
3638,Wayne Selden,
3639,Brad Sellers,9
3640,Phil Sellers,38
3641,Rollie Seltz,
3642,Lester Selvage,
3643,Frank Selvy,1
3644,Jim Seminoff,
3645,Mouhamed Sene,10
3646,George Senesky,
3647,Kevin Seraphin,17
3648,Ansu Sesay,30
3649,Ramon Sessions,56
3650,Ha Seung-Jin,46
3651,Tom Sewell,22
3652,Paul Seymour,
3653,Nick Shaback,
3654,Lynn Shackelford,91
3655,Charles Shackleford,32
3656,Carl Shaeffer,
3657,Lee Shaffer,5
3658,Mustafa Shakur,
3659,God Shammgod,45
3660,Earl Shannon,
3661,Howie Shannon,1
3662,Chuck Share,1
3663,Bill Sharman,
3664,Walter Sharpe,32
3665,John Shasky,61
3666,Ron Shavlik,4
3667,Brian Shaw,24
3668,Casey Shaw,37
3669,Bob Shea,
3670,Fred Sheffield,
3671,Craig Shelton,28
3672,Lonnie Shelton,25
3673,Tornike Shengelia,54
3674,Billy Shepherd,
3675,Jeffrey Sheppard,
3676,Steve Sheppard,30
3677,Ed Sherod,
3678,Charley Shipp,
3679,Paul Shirley,
3680,Gene Short,9
3681,Purvis Short,5
3682,Dexter Shouse,92
3683,Dick Shrider,
3684,Gene Shue,3
3685,John Shumate,4
3686,Iman Shumpert,17
3687,Alexey Shved,
3688,Pascal Siakam,27
3689,Sam Sibert,19
3690,Mark Sibley,64
3691,Jerry Sichting,82
3692,Donald Sidle,29
3693,Larry Siegfried,3
3694,Ralph Siewert,
3695,Jack Sikma,8
3696,James Silas,70
3697,Paul Silas,10
3698,Xavier Silas,
3699,Garret Siler,
3700,Mike Silliman,69
3701,Wayne Simien,29
3702,Ben Simmons,1
3703,Bobby Simmons,42
3704,Cedric Simmons,15
3705,Connie Simmons,
3706,Grant Simmons,00
3707,Johnny Simmons,
3708,Jonathon Simmons,
3709,Kobi Simmons,
3710,Lionel Simmons,7
3711,Miles Simon,42
3712,Walter Simon,
3713,Dickey Simpkins,21
3714,Ralph Simpson,11
3715,Alvin Sims,
3716,Bob Sims,54
3717,Courtney Sims,
3718,Doug Sims,
3719,Henry Sims,
3720,Scott Sims,03
3721,Kyle Singler,33
3722,Sean Singletary,42
3723,Chris Singleton,18
3724,James Singleton,
3725,McKinley Singleton,20
3726,Zeke Sinicola,4
3727,Charlie Sitton,38
3728,Peyton Siva,56
3729,Scott Skiles,22
3730,Al Skinner,60
3731,Brian Skinner,22
3732,Tal Skinner,44
3733,Whitey Skoog,
3734,Jeff Slade,85
3735,Reggie Slater,
3736,Jim Slaughter,31
3737,Jose Slaughter,43
3738,Tamar Slay,54
3739,Donald Sloan,
3740,Jerry Sloan,19
3741,Uros Slokar,58
3742,Tom Sluby,41
3743,Keith Smart,41
3744,Marcus Smart,6
3745,Belus Smawley,
3746,Jack Smiley,
3747,Adrian Smith,85
3748,Al Smith,32
3749,Bill Smith,42
3750,Bingo Smith,6
3751,Bobby Smith,18
3752,Charles Smith,3
3753,Charles Smith,
3754,Charles Smith,26
3755,Chris Smith,34
3756,Chris Smith,
3757,Clinton Smith,97
3758,Craig Smith,36
3759,Deb Smith,
3760,Dennis Smith Jr.,9
3761,Derek Smith,35
3762,Don Smith,
3763,Don Smith,19
3764,Donta Smith,34
3765,Doug Smith,6
3766,Ed Smith,6
3767,Elmore Smith,3
3768,Garfield Smith,32
3769,Greg Smith,50
3770,Greg Smith,
3771,Ish Smith,
3772,J.R. Smith,18
3773,Jabari Smith,45
3774,Jason Smith,20
3775,Jerry Smith,
3776,Jim Smith,54
3777,Joe Smith,1
3778,John Smith,01
3779,Josh Smith,17
3780,Keith Smith,45
3781,Ken Smith,65
3782,Kenny Smith,6
3783,LaBradford Smith,19
3784,Larry Smith,24
3785,Leon Smith,29
3786,Michael Smith,13
3787,Michael Smith,35
3788,Mike Smith,35
3789,Nolan Smith,21
3790,Otis Smith,41
3791,Pete Smith,97
3792,Phil Smith,29
3793,Randy Smith,05
3794,Reggie Smith,31
3795,Robert Smith,65
3796,Russ Smith,47
3797,Sam Smith,28
3798,Sam Smith,48
3799,Steve Smith,5
3800,Steven Smith,
3801,Stevin Smith,
3802,Theron Smith,
3803,Tony Smith,51
3804,William Smith,42
3805,Willie Smith,18
3806,Rik Smits,2
3807,Mike Smrek,25
3808,Joe Smyth,
3809,Tony Snell,20
3810,Eric Snow,43
3811,Dick Snyder,14
3812,Kirk Snyder,16
3813,Chips Sobek,
3814,Ricky Sobers,16
3815,Ron Sobie,6
3816,Mike Sojourner,10
3817,Willie Sojourner,20
3818,Will Solomon,33
3819,Willie Somerset,56
3820,Darius Songaila,50
3821,Dave Sorenson,26
3822,James Southerland,
3823,Gino Sovran,
3824,Pape Sow,47
3825,Ken Spain,20
3826,Jim Spanarkel,16
3827,Vassilis Spanoulis,50
3828,Daniel Sparks,41
3829,Guy Sparrow,19
3830,Rory Sparrow,75
3831,Odie Spears,
3832,Art Spector,
3833,Marreese Speights,16
3834,Andre Spencer,
3835,Elmore Spencer,25
3836,Felton Spencer,6
3837,Lou Spicer,
3838,Craig Spitzer,
3839,Tiago Splitter,28
3840,Art Spoelstra,34
3841,Bruce Spraggins,47
3842,Latrell Sprewell,24
3843,Larry Spriggs,81
3844,Jim Springer,
3845,Jim Spruill,
3846,Ryan Stack,48
3847,Jerry Stackhouse,3
3848,Kevin Stacom,24
3849,Erv Staggs,
3850,Bud Stallworth,7
3851,Dave Stallworth,3
3852,Ed Stanczak,
3853,Terence Stansbury,15
3854,John Starks,
3855,Keith Starr,52
3856,Nik Stauskas,8
3857,Larry Staverman,64
3858,Larry Steele,37
3859,Matt Steigenga,52
3860,Vladimir Stepania,27
3861,D.J. Stephens,
3862,Everette Stephens,31
3863,Jack Stephens,7
3864,Joe Stephens,
3865,Lance Stephenson,40
3866,Alex Stepheson,
3867,Brook Steppe,17
3868,Barry Stevens,43
3869,Wayne Stevens,49
3870,DeShawn Stevenson,23
3871,Dennis Stewart,44
3872,Kebu Stewart,35
3873,Larry Stewart,
3874,Michael Stewart,
3875,Norm Stewart,
3876,Greg Stiemsma,
3877,Steve Stipanovich,2
3878,Bryant Stith,13
3879,Sam Stith,56
3880,Tom Stith,2
3881,Alex Stivrins,75
3882,David Stockton,
3883,John Stockton,16
3884,Peja Stojakovic,14
3885,Ed Stokes,35
3886,Greg Stokes,33
3887,Jarnell Stokes,35
3888,Maurice Stokes,2
3889,Art Stolkey,
3890,Randy Stoll,
3891,Diamond Stone,40
3892,George Stone,15
3893,Julyan Stone,
3894,Awvee Storey,
3895,Damon Stoudamire,7
3896,Salim Stoudamire,31
3897,Amar'e Stoudemire,9
3898,Paul Stovall,22
3899,D.J. Strawberry,59
3900,Joe Strawder,34
3901,Bill Stricker,54
3902,Erick Strickland,
3903,Mark Strickland,
3904,Rod Strickland,19
3905,Roger Strickland,34
3906,John Stroeder,68
3907,Derek Strong,47
3908,Lamont Strothers,43
3909,John Stroud,27
3910,Red Stroud,44
3911,Rodney Stuckey,15
3912,Gene Stump,
3913,Stan Stutz,
3914,Gary Suiter,
3915,Jared Sullinger,21
3916,DaJuan Summers,35
3917,Barry Sumpter,56
3918,Don Sunderlage,9
3919,Bruno Sundov,35
3920,Jon Sundvold,16
3921,Bob Sura,17
3922,Dick Surhoff,
3923,George Sutor,
3924,Dane Suttle,52
3925,Greg Sutton,49
3926,Keith Swagerty,36
3927,Bennie Swain,7
3928,Caleb Swanigan,26
3929,Norm Swanson,
3930,Dan Swartz,
3931,Mike Sweetney,9
3932,Robert Swift,12
3933,Skeeter Swift,31
3934,Stromile Swift,2
3935,Aaron Swinson,
3936,Pape Sy,53
3937,Buck Sydnor,
3938,Larry Sykes,
3939,Brett Szabo,
3940,Wally Szczerbiak,6
3941,Walt Szczerbiak,65
3942,Zan Tabak,51
3943,Yuta Tabuse,
3944,Chris Taft,42
3945,Sid Tanenbaum,
3946,Dragan Tarlac,31
3947,Roy Tarpley,7
3948,Levern Tart,52
3949,Earl Tatum,21
3950,Jayson Tatum,3
3951,Edy Tavares,43
3952,Anthony Taylor,44
3953,Brian Taylor,23
3954,Donell Taylor,
3955,Fatty Taylor,67
3956,Fred Taylor,27
3957,Isaiah Taylor,
3958,Jay Taylor,
3959,Jeff Taylor,42
3960,Jeff Taylor,31
3961,Jermaine Taylor,32
3962,Johnny Taylor,17
3963,Leonard Taylor,
3964,Maurice Taylor,14
3965,Mike Taylor,55
3966,Oliver Taylor,89
3967,Ronald Taylor,18
3968,Tyshawn Taylor,41
3969,Vince Taylor,34
3970,Terry Teagle,16
3971,Jeff Teague,19
3972,Marquis Teague,29
3973,Mirza Teletovic,
3974,Sebastian Telfair,13
3975,Collis Temple,94
3976,Garrett Temple,
3977,Milos Teodosic,
3978,Ira Terrell,45
3979,Carlos Terry,04
3980,Chuck Terry,29
3981,Claude Terry,42
3982,Jason Terry,10
3983,Hasheem Thabeet,2
3984,Tom Thacker,
3985,Floyd Theard,
3986,Daniel Theis,
3987,Reggie Theus,9
3988,Peter Thibeaux,77
3989,Bill Thieben,
3990,Justus Thigpen,47
3991,David Thirdkill,15
3992,Adonis Thomas,
3993,Billy Thomas,
3994,Carl Thomas,
3995,Charles Thomas,
3996,Etan Thomas,12
3997,Irving Thomas,
3998,Isaiah Thomas,60
3999,Isiah Thomas,2
4000,Jamel Thomas,
4001,James Thomas,
4002,Jim Thomas,40
4003,Joe Thomas,95
4004,John Thomas,25
4005,Kenny Thomas,22
4006,Kurt Thomas,10
4007,Lance Thomas,
4008,Malcolm Thomas,
4009,Ronald Thomas,90
4010,Terry Thomas,51
4011,Tim Thomas,7
4012,Tyrus Thomas,4
4013,Willis Thomas,
4014,Trey Thompkins,37
4015,Bernard Thompson,19
4016,Billy Thompson,19
4017,Brooks Thompson,27
4018,Corny Thompson,50
4019,David Thompson,1
4020,Dijon Thompson,54
4021,George Thompson,66
4022,Hollis Thompson,
4023,Jack Thompson,33
4024,Jason Thompson,12
4025,John Thompson,25
4026,Kevin Thompson,48
4027,Klay Thompson,11
4028,LaSalle Thompson,5
4029,Mychal Thompson,1
4030,Mychel Thompson,
4031,Paul Thompson,50
4032,Stephen Thompson,
4033,Tristan Thompson,4
4034,Skip Thoren,30
4035,Rod Thorn,2
4036,Al Thornton,14
4037,Bob Thornton,87
4038,Dallas Thornton,40
4039,Marcus Thornton,43
4040,Sindarius Thornwell,48
4041,Otis Thorpe,9
4042,Sedale Threatt,39
4043,Nate Thurmond,3
4044,Mel Thurston,
4045,Hal Tidrick,
4046,Dan Tieman,
4047,Darren Tillis,23
4048,Jack Tingle,
4049,George Tinsley,76
4050,Jamaal Tinsley,27
4051,Wayman Tisdale,2
4052,Mike Tobey,
4053,Mike Todorovich,
4054,Ray Tolbert,18
4055,Tom Tolbert,34
4056,Anthony Tolliver,
4057,Dean Tolson,80
4058,Rudy Tomjanovich,2
4059,Andrew Toney,8
4060,Sedric Toney,59
4061,Andy Tonkovich,1
4062,Andy Toolson,
4063,Jack Toomay,
4064,Bernard Toone,37
4065,Irv Torgoff,
4066,Gene Tormohlen,11
4067,Oscar Torres,
4068,Bill Tosheff,32
4069,Bob Tough,
4070,Axel Toupane,
4071,Monte Towe,57
4072,Keith Tower,
4073,Blackie Towery,
4074,Linton Townes,33
4075,Karl-Anthony Towns,1
4076,Raymond Townsend,22
4077,George Trapp,5
4078,John Trapp,15
4079,Robert Traylor,6
4080,Gary Trent,11
4081,Jeff Trepagnier,36
4082,John Tresvant,40
4083,Dick Triptow,
4084,Kelly Tripucka,12
4085,Ansley Truitt,41
4086,Cezary Trybanski,
4087,Jake Tsakalidis,25
4088,John Tschogl,
4089,Lou Tsioropoulos,
4090,Nikoloz Tskitishvili,5
4091,Al Tucker,6
4092,Alando Tucker,29
4093,Anthony Tucker,
4094,Jim Tucker,24
4095,P.J. Tucker,35
4096,Trent Tucker,6
4097,Ronny Turiaf,37
4098,Mirsad Turkcan,18
4099,Hedo Turkoglu,16
4100,Andre Turner,69
4101,Bill Turner,78
4102,Elston Turner,43
4103,Evan Turner,2
4104,Gary Turner,28
4105,Henry Turner,
4106,Herschell Turner,45
4107,Jack Turner,8
4108,Jack Turner,18
4109,Jeff Turner,17
4110,John Turner,20
4111,Myles Turner,11
4112,Wayne Turner,
4113,Melvin Turpin,6
4114,Dave Twardzik,26
4115,Jack Twyman,8
4116,B.J. Tyler,20
4117,Jeremy Tyler,39
4118,Terry Tyler,23
4119,Charlie Tyra,2
4120,Edwin Ubiles,
4121,Ekpe Udoh,6
4122,Ime Udoka,
4123,Beno Udrih,28
4124,Roko Ukic,41
4125,Tyler Ulis,34
4126,Wes Unseld,2
4127,Hal Uplinger,
4128,Kelvin Upshaw,
4129,Jarrod Uthoff,
4130,Ben Uzoh,
4131,Stephen Vacendak,33
4132,Jonas Valanciunas,5
4133,Darnell Valentine,16
4134,Denzel Valentine,14
4135,Ronnie Valentine,51
4136,John Vallely,14
4137,Dick Van Arsdale,10
4138,Tom Van Arsdale,11
4139,Butch van Breda Kolff,
4140,Jan van Breda Kolff,20
4141,Nick Van Exel,37
4142,Keith Van Horn,2
4143,Norm Van Lier,34
4144,Dennis Van Zant,20
4145,Gene Vance,
4146,Logan Vander Velden,
4147,Ernie Vandeweghe,
4148,Kiki Vandeweghe,11
4149,Nick Vanos,32
4150,David Vanterpool,
4151,Fred VanVleet,
4152,Ratko Varda,
4153,Anderson Varejao,30
4154,Jarvis Varnado,41
4155,Greivis Vasquez,28
4156,Chico Vaughn,26
4157,David Vaughn,63
4158,David Vaughn,25
4159,Jacque Vaughn,27
4160,Rashad Vaughn,17
4161,Virgil Vaughn,
4162,Loy Vaught,13
4163,Bob Verga,25
4164,Pete Verhoeven,85
4165,Jan Vesely,6
4166,Gundars Vetra,
4167,Joao Vianna,
4168,Charlie Villanueva,7
4169,Jay Vincent,24
4170,Sam Vincent,20
4171,Marcus Vinicius,43
4172,Fred Vinson,
4173,Claude Virden,42
4174,Gary Voce,
4175,Floyd Volker,
4176,Alexander Volkov,34
4177,Whitey Von Nieda,
4178,Noah Vonleh,9
4179,Jake Voskuhl,33
4180,Danny Vranes,5
4181,Slavko Vranes,39
4182,Stojko Vrankovic,
4183,Brett Vroman,87
4184,Jackson Vroman,31
4185,Nikola Vucevic,16
4186,Sasha Vujacic,27
4187,Dwyane Wade,5
4188,Mark Wade,
4189,Von Wafer,39
4190,Clint Wager,
4191,Dajuan Wagner,6
4192,Danny Wagner,
4193,Milt Wagner,35
4194,Phillip Wagner,
4195,Dion Waiters,4
4196,Granville Waiters,39
4197,Andre Wakefield,07
4198,Neal Walk,2
4199,Andy Walker,11
4200,Antoine Walker,6
4201,Brady Walker,
4202,Chet Walker,12
4203,Darrell Walker,12
4204,Foots Walker,38
4205,Henry Walker,47
4206,Horace Walker,30
4207,Jimmy Walker,1
4208,Kemba Walker,9
4209,Kenny Walker,5
4210,Phil Walker,17
4211,Samaki Walker,9
4212,Wally Walker,5
4213,John Wall,1
4214,Ben Wallace,
4215,Gerald Wallace,25
4216,John Wallace,18
4217,Rasheed Wallace,4
4218,Red Wallace,
4219,Tyrone Wallace,60
4220,Dwight Waller,31
4221,Jamie Waller,48
4222,Taurean Prince,12
4223,Jim Walsh,
4224,Matt Walsh,
4225,Rex Walters,16
4226,Paul Walther,
4227,Isaac Walthour,
4228,Bill Walton,1
4229,Derrick Walton,
4230,Lloyd Walton,40
4231,Luke Walton,32
4232,Bobby Wanzer,10
4233,Perry Warbington,45
4234,Charlie Ward,26
4235,Gerry Ward,5
4236,Henry Ward,99
4237,Casper Ware,
4238,Jim Ware,26
4239,Ben Warley,27
4240,Bob Warlick,
4241,Cornell Warner,24
4242,Jameel Warney,
4243,Bob Warren,47
4244,John Warren,11
4245,T.J. Warren,14
4246,Willie Warren,54
4247,Bryan Warrick,25
4248,Hakim Warrick,19
4249,Chris Washburn,3
4250,Bobby Washington,
4251,Darius Washington,
4252,Donald Washington,80
4253,Duane Washington,36
4254,Eric Washington,46
4255,Jim Washington,6
4256,Kermit Washington,5
4257,Pearl Washington,13
4258,Richard Washington,3
4259,Stan Washington,66
4260,Trooper Washington,50
4261,Wilson Washington,25
4262,Darryl Watkins,
4263,Bobby Watson,
4264,C.J. Watson,
4265,Earl Watson,40
4266,Jamie Watson,47
4267,Ron Watts,17
4268,Samuel Watts,
4269,Slick Watts,
4270,Maalik Wayns,
4271,David Wear,
4272,Travis Wear,
4273,Clarence Weatherspoon,9
4274,Nick Weatherspoon,13
4275,Kyle Weaver,38
4276,James Webb,
4277,Jeff Webb,
4278,Marcus Webb,
4279,Spud Webb,87
4280,Chris Webber,1
4281,Briante Weber,
4282,Jake Weber,
4283,Elnardo Webster,54
4284,Jeff Webster,40
4285,Martell Webster,6
4286,Marvin Webster,3
4287,Scott Wedman,6
4288,Sonny Weems,39
4289,Dick Wehr,
4290,Brant Weidner,90
4291,Bob Weiss,22
4292,Rick Weitzman,10
4293,Bonzi Wells,11
4294,Bubba Wells,34
4295,Owen Wells,77
4296,Ralph Wells,
4297,Chris Welp,16
4298,Jiri Welsch,16
4299,Bill Wennington,16
4300,Matt Wenstrom,
4301,Robert Werdann,46
4302,Ray Wertis,
4303,David Wesley,
4304,Walt Wesley,6
4305,David West,18
4306,Delonte West,24
4307,Doug West,38
4308,Jerry West,2
4309,Mario West,
4310,Mark West,30
4311,Roland West,73
4312,Dexter Westbrook,44
4313,Russell Westbrook,4
4314,Paul Westphal,10
4315,John Wetzel,75
4316,Robert Whaley,51
4317,Ennis Whatley,13
4318,DeJuan Wheat,51
4319,Clinton Wheeler,50
4320,Tyson Wheeler,47
4321,Skippy Whitaker,
4322,Andrew White,
4323,D.J. White,29
4324,Derrick White,29
4325,Eric White,65
4326,Herb White,33
4327,Hubie White,14
4328,Jahidi White,43
4329,James White,31
4330,Jo Jo White,9
4331,Okaro White,
4332,Randy White,8
4333,Rodney White,9
4334,Rory White,86
4335,Royce White,16
4336,Rudy White,47
4337,Tony White,33
4338,Willie White,42
4339,Isaiah Whitehead,42
4340,Jerome Whitehead,41
4341,Donald Whiteside,
4342,Hassan Whiteside,33
4343,Dwayne Whitfield,40
4344,Chris Whitney,47
4345,Hank Whitney,37
4346,Hawkeye Whitney,16
4347,Shayne Whittington,
4348,Sidney Wicks,2
4349,Ron Widby,26
4350,Murray Wier,
4351,Bob Wiesenhahn,11
4352,Andrew Wiggins,1
4353,Mitchell Wiggins,23
4354,Ken Wilburn,39
4355,C.J. Wilcox,28
4356,Chris Wilcox,8
4357,D.C. Wilcutt,
4358,Gene Wiley,15
4359,Jacob Wiley,
4360,Michael Wiley,39
4361,Morlon Wiley,46
4362,Win Wilfong,4
4363,Lenny Wilkens,6
4364,Bob Wilkerson,11
4365,Jamaal Wilkes,11
4366,James Wilkes,50
4367,Damien Wilkins,
4368,Dominique Wilkins,3
4369,Eddie Lee Wilkins,33
4370,Gerald Wilkins,47
4371,Jeff Wilkins,37
4372,Dale Wilkinson,21
4373,Mike Wilks,
4374,Aaron Williams,
4375,Al Williams,51
4376,Alan Williams,
4377,Alvin Williams,47
4378,Art Williams,
4379,Bernie Williams,21
4380,Bob Williams,
