,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
3728,Charlie Sitton,sittoch01,1984-85,22,DAL,NBA,SF,43,0,7.1,0.9,2.2,.415,0.0,0.0,.000,0.9,2.1,.424,.415,0.3,0.6,.520,0.6,0.8,1.4,0.6,0.2,0.1,0.4,1.2,2.1
3729,Peyton Siva,sivape01,2013-14,23,DET,NBA,SG,24,0,9.3,0.8,2.4,.316,0.3,1.0,.280,0.5,1.3,.344,.377,0.5,0.6,.733,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,2.3
3730,Scott Skiles,skilesc01,1986-87,22,MIL,NBA,PG,13,0,15.8,1.4,4.8,.290,0.2,1.1,.214,1.2,3.7,.313,.315,0.8,0.9,.833,0.5,1.5,2.0,3.5,0.4,0.1,1.6,1.4,3.8
3731,Al Skinner,skinnal01,1974-75,22,NYA,ABA,SG,51,,15.2,2.5,5.2,.489,0.0,0.1,.333,2.5,5.2,.490,.491,1.4,1.8,.766,0.8,1.5,2.4,2.4,0.6,0.3,1.3,2.2,6.5
3732,Brian Skinner,skinnbr01,1998-99,22,LAC,NBA,PF,21,0,12.3,1.6,3.4,.465,0.0,0.0,,1.6,3.4,.465,.465,1.0,1.6,.606,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
3736,Reggie Slater,slatere01,1994-95,24,DEN,NBA,PF,25,0,9.4,1.6,3.2,.494,0.0,0.0,,1.6,3.2,.494,.494,1.6,2.2,.727,0.8,1.4,2.3,0.5,0.3,0.1,1.0,1.9,4.8
3738,Jose Slaughter,slaugjo01,1982-83,22,IND,NBA,SG,63,1,8.2,1.4,3.8,.374,0.1,0.7,.220,1.3,3.1,.406,.393,0.6,0.9,.644,0.5,0.5,1.1,0.8,0.6,0.1,0.7,1.5,3.6
3739,Tamar Slay,slayta01,2002-03,22,NJN,NBA,SG,36,0,7.6,1.1,2.9,.379,0.2,0.7,.280,0.9,2.2,.410,.413,0.2,0.3,.700,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0.9,2.6
3740,Donald Sloan,sloando01,2011-12,24,TOT,NBA,PG,33,11,20.3,2.4,6.0,.399,0.1,0.8,.080,2.3,5.2,.445,.404,0.7,0.9,.767,0.5,1.5,2.0,3.2,0.4,0.1,1.5,1.1,5.5
3742,Uros Slokar,slokaur01,2006-07,23,TOR,NBA,C,20,0,3.6,0.7,1.3,.538,0.1,0.1,.500,0.7,1.2,.542,.558,0.5,0.7,.692,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9
3743,Tom Sluby,slubyto01,1984-85,22,DAL,NBA,SG,31,0,4.9,1.0,1.9,.517,0.0,0.1,.000,1.0,1.8,.536,.517,0.4,0.7,.619,0.2,0.2,0.4,0.5,0.1,0.0,0.4,0.6,2.4
3744,Keith Smart,smartke01,1988-89,24,SAS,NBA,PG,2,0,6.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0
3745,Marcus Smart,smartma01,2014-15,20,BOS,NBA,PG,67,38,27.0,2.6,7.1,.367,1.4,4.1,.335,1.3,3.1,.410,.462,1.2,1.9,.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
3749,Al Smith,smithal01,1971-72,25,DNR,ABA,SF,83,,21.3,3.5,8.1,.433,0.4,1.3,.299,3.1,6.8,.458,.456,1.8,2.5,.725,1.0,1.7,2.7,3.0,,,2.0,2.9,9.3
3751,Bingo Smith,smithbi02,1969-70,23,SDR,NBA,SF,75,,16.0,3.2,7.6,.427,,,,3.2,7.6,.427,.427,0.9,1.3,.688,,,4.4,1.0,,,,1.6,7.3
3753,Charles Smith,smithch01,1988-89,23,LAC,NBA,PF,71,56,30.4,6.1,12.4,.495,0.0,0.0,.000,6.1,12.3,.497,.495,4.0,5.5,.725,2.4,4.1,6.5,1.5,1.0,1.3,2.1,3.8,16.3
3754,Charles Smith,smithch02,1989-90,22,BOS,NBA,PG,60,0,8.7,1.0,2.2,.444,0.0,0.1,.000,1.0,2.1,.468,.444,0.9,1.3,.697,0.2,0.9,1.2,1.7,0.6,0.1,0.6,1.3,2.9
3755,Charles Smith,smithch04,1997-98,22,TOT,NBA,SG,34,0,8.6,1.4,3.7,.392,0.4,1.4,.319,1.0,2.3,.436,.452,0.2,0.3,.545,0.4,0.4,0.8,0.6,0.4,0.2,0.8,0.7,3.5
3756,Chris Smith,smithch03,1992-93,22,MIN,NBA,SG,80,6,15.8,1.6,3.6,.433,0.0,0.2,.143,1.5,3.4,.447,.436,1.2,1.5,.792,0.4,0.8,1.2,2.5,0.6,0.2,0.9,1.2,4.3
3757,Chris Smith,smithch05,2013-14,26,NYK,NBA,PG,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3758,Clinton Smith,smithcl01,1986-87,23,GSW,NBA,SG,41,0,8.3,1.2,2.9,.427,0.0,0.0,.000,1.2,2.8,.435,.427,0.7,0.9,.750,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0.9,3.1
3759,Craig Smith,smithcr01,2006-07,23,MIN,NBA,PF,82,5,18.7,3.0,5.6,.531,0.0,0.1,.000,3.0,5.6,.538,.531,1.4,2.3,.624,1.8,3.3,5.1,0.6,0.6,0.2,0.9,2.7,7.4
3761,Dennis Smith Jr.,smithde03,2017-18,20,DAL,NBA,PG,66,66,29.5,5.8,14.8,.394,1.6,4.9,.317,4.3,9.9,.433,.447,2.0,2.8,.695,0.7,3.0,3.7,5.0,1.0,0.2,2.9,2.2,15.2
3762,Derek Smith,smithde02,1982-83,21,GSW,NBA,SF,27,0,5.7,0.8,1.9,.412,0.0,0.1,.000,0.8,1.8,.429,.412,0.6,0.9,.680,0.4,1.0,1.4,0.1,0.0,0.1,0.4,1.5,2.2
3765,Donta Smith,smithdo04,2004-05,21,ATL,NBA,SG,38,0,11.4,1.2,3.0,.389,0.2,0.6,.273,1.0,2.4,.418,.416,0.9,1.3,.688,0.5,0.9,1.4,1.0,0.6,0.1,0.7,1.3,3.3
3766,Doug Smith,smithdo03,1991-92,22,DAL,NBA,PF,76,32,22.5,3.8,9.2,.415,0.0,0.1,.000,3.8,9.1,.421,.415,1.2,1.6,.736,1.7,3.4,5.1,1.7,0.8,0.4,1.3,3.4,8.8
3769,Garfield Smith,smithga01,1970-71,25,BOS,NBA,C,37,,7.6,1.1,3.1,.362,,,,1.1,3.1,.362,.362,0.6,1.5,.393,,,2.6,0.2,,,,1.4,2.9
3771,Greg Smith,smithgr02,2011-12,21,HOU,NBA,C,8,0,8.6,0.9,1.4,.636,0.0,0.0,,0.9,1.4,.636,.636,0.0,0.0,,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8
3772,Ish Smith,smithis01,2010-11,22,TOT,NBA,PG,43,3,10.3,1.0,2.7,.374,0.1,0.2,.300,0.9,2.4,.381,.387,0.3,0.5,.571,0.2,0.9,1.1,1.8,0.4,0.0,0.8,0.9,2.3
3773,J.R. Smith,smithjr01,2004-05,19,NOH,NBA,SG,76,56,24.5,3.9,9.8,.394,1.1,3.7,.288,2.8,6.1,.458,.449,1.5,2.1,.689,0.5,1.5,2.0,1.9,0.7,0.1,1.4,1.8,10.3
3774,Jabari Smith,smithja01,2000-01,23,SAC,NBA,C,9,0,7.3,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,0.4,0.7,.667,0.1,0.8,0.9,0.7,0.4,0.0,0.3,0.8,2.9
3775,Jason Smith,smithja02,2007-08,21,PHI,NBA,PF,76,1,14.6,1.9,4.1,.455,0.1,0.2,.286,1.8,3.9,.463,.461,0.7,1.1,.659,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.9,4.5
3776,Jerry Smith,smithje01,2011-12,24,NJN,NBA,PG,5,0,9.2,0.6,2.8,.214,0.2,1.2,.167,0.4,1.6,.250,.250,0.0,0.0,,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4
3777,Jim Smith,smithji01,1981-82,23,SDC,NBA,PF,72,3,11.9,1.2,2.3,.509,0.0,0.0,,1.2,2.3,.509,.509,0.5,1.2,.459,1.0,1.5,2.5,0.6,0.3,0.7,0.7,2.6,2.9
3778,Joe Smith,smithjo02,1995-96,20,GSW,NBA,PF,82,82,34.4,5.7,12.5,.458,0.1,0.3,.357,5.6,12.1,.461,.463,3.7,4.8,.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3
3780,Josh Smith,smithjo03,2004-05,19,ATL,NBA,SF,74,59,27.7,3.7,8.1,.455,0.1,0.3,.174,3.6,7.8,.466,.458,2.2,3.2,.688,2.0,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7
3781,Keith Smith,smithke03,1986-87,22,MIL,NBA,SG,42,4,11.0,1.4,3.6,.380,0.1,0.2,.333,1.3,3.4,.383,.390,0.5,0.7,.750,0.3,0.5,0.8,1.0,0.6,0.1,0.7,1.8,3.3
3782,Ken Smith,smithke02,1975-76,22,SAA,ABA,SF,19,,8.6,1.8,4.4,.410,0.1,0.3,.200,1.7,4.1,.423,.416,0.7,0.8,.813,0.5,0.8,1.3,0.4,0.2,0.0,0.4,1.2,4.3
3783,Kenny Smith,smithke01,1987-88,22,SAC,NBA,PG,61,60,35.6,5.4,11.4,.477,0.2,0.6,.308,5.2,10.7,.487,.486,2.7,3.3,.819,0.7,1.6,2.3,7.1,1.5,0.1,3.0,2.3,13.8
3784,LaBradford Smith,smithla02,1991-92,22,WSB,NBA,SG,48,5,14.8,2.1,5.1,.407,0.0,0.4,.095,2.0,4.7,.436,.411,0.9,1.2,.804,0.6,1.1,1.7,2.1,0.9,0.0,1.3,2.0,5.1
3785,Larry Smith,smithla01,1980-81,23,GSW,NBA,PF,82,,31.4,3.7,7.2,.512,0.0,0.0,,3.7,7.2,.512,.512,2.2,3.7,.588,5.3,6.8,12.1,1.1,0.9,0.8,1.8,3.9,9.6
3786,Leon Smith,smithle01,2001-02,21,ATL,NBA,C,14,0,7.1,0.7,1.9,.385,0.0,0.0,,0.7,1.9,.385,.385,0.8,1.2,.647,0.7,1.5,2.2,0.2,0.4,0.1,0.2,0.9,2.2
3787,Michael Smith,smithmi01,1989-90,24,BOS,NBA,PF,65,7,9.5,2.1,4.4,.476,0.0,0.4,.071,2.1,4.0,.519,.479,0.8,1.0,.828,0.6,0.9,1.5,1.2,0.1,0.0,0.8,0.8,5.0
3788,Michael Smith,smithmi02,1994-95,22,SAC,NBA,PF,82,0,21.2,2.7,5.0,.542,0.0,0.0,.000,2.7,4.9,.545,.542,1.5,3.2,.485,2.1,3.8,5.9,0.8,0.7,0.6,1.3,2.9,6.9
3789,Mike Smith,smithmi03,2000-01,24,WAS,NBA,SF,17,0,10.6,1.1,3.5,.322,0.2,1.1,.167,0.9,2.4,.390,.347,0.6,0.9,.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,0.5,3.0
3790,Nolan Smith,smithno01,2011-12,23,POR,NBA,PG,44,4,12.3,1.5,4.1,.372,0.3,1.0,.289,1.2,3.1,.400,.408,0.5,0.6,.714,0.4,0.9,1.3,1.4,0.4,0.1,1.0,1.3,3.8
3791,Otis Smith,smithot01,1986-87,23,DEN,NBA,SG,28,0,6.0,1.2,2.8,.418,0.0,0.1,.000,1.2,2.8,.429,.418,0.4,0.8,.571,0.6,0.6,1.2,0.8,0.0,0.0,0.7,1.1,2.8
3792,Pete Smith,smithpe01,1972-73,,SDA,ABA,PF,5,,6.4,0.4,2.4,.167,0.0,0.4,.000,0.4,2.0,.200,.167,0.0,0.0,,0.6,1.0,1.6,0.2,,,1.0,1.0,0.8
3793,Phil Smith,smithph01,1974-75,22,GSW,NBA,SG,74,,14.3,3.0,6.3,.476,,,,3.0,6.3,.476,.476,1.7,2.1,.804,0.7,1.2,1.9,1.8,0.8,0.0,,1.9,7.7
3794,Randy Smith,smithra01,1971-72,23,BUF,NBA,SF,76,,27.6,5.7,11.8,.482,,,,5.7,11.8,.482,.482,2.1,3.3,.622,,,4.8,2.5,,,,2.7,13.4
3795,Reggie Smith,smithre01,1992-93,22,POR,NBA,C,23,0,3.0,0.4,1.2,.370,0.0,0.0,.000,0.4,1.1,.385,.370,0.1,0.6,.214,0.7,0.3,0.9,0.0,0.2,0.0,0.2,0.7,1.0
3796,Robert Smith,smithro01,1977-78,22,DEN,NBA,PG,45,,8.4,1.1,2.2,.515,,,,1.1,2.2,.515,.515,0.5,0.5,.875,0.1,0.7,0.8,0.9,0.4,0.1,0.4,1.2,2.7
3797,Russ Smith,smithru01,2014-15,23,TOT,NBA,PG,12,0,5.4,0.7,2.1,.320,0.2,0.9,.182,0.5,1.2,.429,.360,1.0,1.1,.923,0.1,0.4,0.5,0.7,0.3,0.0,1.0,1.1,2.5
3799,Sam Smith,smithsa02,1978-79,24,MIL,NBA,SF,16,,7.8,1.2,2.9,.404,,,,1.2,2.9,.404,.404,1.1,1.5,.750,0.0,0.6,0.6,1.0,0.5,0.4,0.5,0.8,3.5
3800,Steve Smith,smithst01,1991-92,22,MIA,NBA,SG,61,59,29.6,4.9,10.7,.454,0.7,2.0,.320,4.2,8.7,.486,.485,1.6,2.1,.748,1.3,1.8,3.1,4.6,1.0,0.3,2.5,2.7,12.0
3801,Steven Smith,smithst03,2006-07,23,PHI,NBA,PF,8,0,3.5,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.1,0.3,.500,0.1,0.6,0.8,0.0,0.1,0.0,0.3,0.5,0.6
3802,Stevin Smith,smithst02,1996-97,25,DAL,NBA,SG,8,0,7.5,0.8,2.3,.333,0.1,0.8,.167,0.6,1.5,.417,.361,0.1,0.1,1.000,0.3,1.0,1.3,0.5,0.1,0.0,0.5,1.1,1.8
3803,Theron Smith,smithth01,2003-04,23,MEM,NBA,SF,20,0,8.9,0.8,2.2,.372,0.3,0.6,.500,0.5,1.6,.323,.442,0.3,0.4,.750,0.7,1.4,2.1,0.4,0.3,0.3,0.7,0.9,2.2
3804,Tony Smith,smithto02,1990-91,22,LAL,NBA,SG,64,1,10.9,1.5,3.4,.441,0.0,0.1,.000,1.5,3.3,.455,.441,0.6,0.9,.702,0.4,0.7,1.1,2.1,0.4,0.2,1.1,1.3,3.7
3806,Willie Smith,smithwi02,1976-77,23,CHI,NBA,PG,2,,5.5,0.0,0.5,.000,,,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0
3807,Rik Smits,smitsri01,1988-89,22,IND,NBA,C,82,71,24.9,4.7,9.1,.517,0.0,0.0,.000,4.7,9.1,.518,.517,2.2,3.1,.722,2.3,3.8,6.1,0.9,0.5,1.8,1.6,3.8,11.7
3808,Mike Smrek,smrekmi01,1985-86,23,CHI,NBA,C,38,5,10.7,1.2,3.2,.377,0.0,0.1,.000,1.2,3.2,.383,.377,0.4,0.8,.552,1.2,1.7,2.9,0.5,0.2,0.6,0.8,2.5,2.8
3810,Tony Snell,snellto01,2013-14,22,CHI,NBA,SG,77,12,16.0,1.7,4.4,.384,0.7,2.3,.320,0.9,2.1,.456,.469,0.4,0.5,.756,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5
3811,Eric Snow,snower01,1995-96,22,SEA,NBA,PG,43,1,9.0,1.0,2.3,.420,0.0,0.2,.200,0.9,2.1,.444,.430,0.7,1.1,.592,0.2,0.8,1.0,1.7,0.7,0.0,0.9,1.2,2.7
3813,Kirk Snyder,snydeki01,2004-05,21,UTA,NBA,SG,68,7,13.3,1.8,4.8,.372,0.4,1.3,.353,1.4,3.6,.379,.418,0.9,1.4,.667,0.7,1.0,1.8,0.5,0.4,0.3,0.9,1.7,5.0
3815,Ricky Sobers,soberri01,1975-76,23,PHO,NBA,SG,78,,24.3,3.6,8.0,.449,,,,3.6,8.0,.449,.449,2.0,2.5,.823,1.0,2.3,3.3,2.8,1.4,0.1,,3.2,9.2
3818,Willie Sojourner,sojouwi01,1971-72,23,VIR,ABA,C,84,,15.6,2.6,5.3,.496,0.0,0.0,,2.6,5.3,.496,.496,1.5,2.3,.642,2.2,3.9,6.1,0.7,,,1.0,2.6,6.8
3819,Will Solomon,solomwi01,2001-02,23,MEM,NBA,SG,62,4,14.1,1.8,5.3,.341,0.7,2.6,.284,1.1,2.7,.396,.411,0.8,1.2,.671,0.2,0.9,1.1,1.5,0.6,0.1,1.0,1.2,5.2
3821,Darius Songaila,songada01,2003-04,25,SAC,NBA,PF,73,7,13.4,1.8,3.7,.487,0.0,0.0,,1.8,3.7,.487,.487,1.0,1.2,.807,1.2,1.8,3.1,0.7,0.6,0.2,0.6,1.7,4.6
3823,James Southerland,southja01,2013-14,23,TOT,NBA,SF,4,0,7.5,1.3,3.8,.333,0.8,1.5,.500,0.5,2.3,.222,.433,0.3,0.5,.500,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5
3825,Pape Sow,sowpa01,2004-05,23,TOR,NBA,C,27,4,9.4,0.9,2.1,.397,0.0,0.0,,0.9,2.1,.397,.397,0.6,1.0,.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3
3827,Jim Spanarkel,spanaji01,1979-80,22,PHI,NBA,SG,40,,11.1,1.8,3.8,.471,0.0,0.1,.000,1.8,3.8,.477,.471,1.4,1.6,.831,0.7,0.7,1.4,1.3,0.3,0.2,1.4,1.5,5.0
3828,Vassilis Spanoulis,spanova01,2006-07,24,HOU,NBA,SG,31,0,8.8,0.7,2.3,.319,0.2,0.9,.172,0.6,1.4,.419,.354,1.1,1.4,.810,0.2,0.5,0.7,0.9,0.2,0.0,0.9,1.1,2.7
3831,Rory Sparrow,sparrro01,1980-81,22,NJN,NBA,PG,15,,14.1,1.5,4.2,.349,0.0,0.0,,1.5,4.2,.349,.349,0.8,1.1,.750,0.5,0.7,1.2,2.1,0.9,0.2,1.2,1.0,3.7
3834,Marreese Speights,speigma01,2008-09,21,PHI,NBA,C,79,2,16.0,3.2,6.4,.502,0.0,0.1,.250,3.2,6.3,.506,.504,1.3,1.7,.773,1.6,2.2,3.7,0.4,0.3,0.7,0.6,2.3,7.7
3835,Andre Spencer,spencan01,1992-93,28,TOT,NBA,SF,20,1,21.1,3.7,8.2,.448,0.0,0.1,.000,3.7,8.1,.453,.448,2.1,2.7,.759,1.9,2.2,4.1,1.2,0.9,0.4,1.3,3.2,9.4
3836,Elmore Spencer,spencel01,1992-93,23,LAC,NBA,C,44,4,6.4,1.0,1.9,.537,0.0,0.0,,1.0,1.9,.537,.537,0.4,0.7,.500,0.4,1.0,1.4,0.2,0.2,0.4,0.6,1.2,2.4
3837,Felton Spencer,spencfe01,1990-91,23,MIN,NBA,C,81,46,25.9,2.4,4.7,.512,0.0,0.0,.000,2.4,4.7,.513,.512,2.2,3.1,.722,3.4,4.6,7.9,0.3,0.6,1.5,1.0,4.2,7.1
3840,Tiago Splitter,splitti01,2010-11,26,SAS,NBA,C,60,6,12.3,1.7,3.2,.529,0.0,0.0,.000,1.7,3.2,.532,.529,1.3,2.3,.543,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6
3843,Latrell Sprewell,sprewla01,1992-93,22,GSW,NBA,SG,77,69,35.6,5.8,12.6,.464,0.9,2.6,.369,4.9,10.0,.488,.502,2.7,3.7,.746,1.0,2.5,3.5,3.8,1.6,0.7,2.6,2.2,15.4
3844,Larry Spriggs,sprigla01,1981-82,22,HOU,NBA,SF,4,0,9.3,1.8,2.8,.636,0.0,0.0,,1.8,2.8,.636,.636,0.0,0.5,.000,0.5,1.0,1.5,1.0,0.5,0.0,1.0,1.8,3.5
3847,Ryan Stack,stackry01,1998-99,23,CLE,NBA,PF,18,0,11.1,0.8,2.1,.378,0.0,0.0,,0.8,2.1,.378,.378,1.1,1.1,.950,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6
3848,Jerry Stackhouse,stackje01,1995-96,21,PHI,NBA,SG,72,71,37.5,6.3,15.2,.414,1.3,4.1,.318,5.0,11.1,.449,.457,5.4,7.2,.747,1.3,2.4,3.7,3.9,1.1,1.1,3.5,2.5,19.2
3849,Kevin Stacom,stacoke01,1974-75,23,BOS,NBA,SG,61,,7.3,1.2,2.6,.453,,,,1.2,2.6,.453,.453,0.5,0.5,.879,0.5,0.4,0.9,0.8,0.2,0.0,,1.1,2.8
3854,Terence Stansbury,stanste01,1984-85,23,IND,NBA,SG,74,14,17.3,2.8,6.2,.459,0.1,0.3,.160,2.8,5.9,.476,.463,1.4,1.7,.810,0.5,1.0,1.5,1.7,0.6,0.2,1.1,2.8,7.1
3855,John Starks,starkjo01,1988-89,23,GSW,NBA,SG,36,0,8.8,1.4,3.5,.408,0.3,0.7,.385,1.1,2.8,.414,.448,0.9,1.4,.654,0.4,0.7,1.1,0.8,0.6,0.1,1.1,1.0,4.1
3857,Nik Stauskas,stausni01,2014-15,21,SAC,NBA,SG,73,1,15.4,1.5,4.1,.365,0.7,2.0,.322,0.8,2.0,.408,.446,0.8,0.9,.859,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4
3859,Larry Steele,steella01,1971-72,22,POR,NBA,SG,72,,18.2,2.1,4.3,.481,,,,2.1,4.3,.481,.481,1.0,1.3,.722,,,3.9,2.2,,,,2.8,5.1
3860,Matt Steigenga,steigma01,1996-97,26,CHI,NBA,SF,2,0,6.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.5,1.0,.500,0.0,1.5,1.5,1.0,0.5,0.5,1.0,0.5,1.5
3861,Vladimir Stepania,stepavl01,1998-99,22,SEA,NBA,C,23,6,13.6,2.3,5.4,.424,0.0,0.1,.000,2.3,5.3,.434,.424,0.9,1.7,.525,1.2,2.1,3.3,0.5,0.4,1.0,1.4,2.5,5.5
3862,D.J. Stephens,stephdj01,2013-14,23,MIL,NBA,SG,3,0,5.0,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.3,0.3,1.000,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.0,2.3
3863,Everette Stephens,stephev01,1988-89,22,IND,NBA,PG,35,0,6.0,0.7,2.1,.319,0.1,0.3,.200,0.6,1.8,.339,.333,0.5,0.6,.773,0.3,0.3,0.7,1.1,0.3,0.1,0.8,0.6,1.9
3865,Joe Stephens,stephjo01,1996-97,24,HOU,NBA,PF,2,0,4.5,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,1.0,0.5,1.5,0.0,1.5,0.0,1.5,1.5,1.5
3866,Lance Stephenson,stephla01,2010-11,20,IND,NBA,SG,12,0,9.6,1.1,3.3,.333,0.0,0.4,.000,1.1,2.8,.382,.333,0.9,1.2,.786,0.1,1.4,1.5,1.8,0.3,0.0,1.3,1.2,3.1
3867,Alex Stepheson,stephal01,2015-16,28,TOT,NBA,PF,8,0,9.1,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,.333,0.5,1.5,.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8
3868,Brook Steppe,steppbr01,1982-83,23,KCK,NBA,SG,62,6,9.8,1.4,2.8,.477,0.0,0.1,.143,1.3,2.7,.491,.480,1.2,1.6,.760,0.4,0.8,1.2,1.1,0.4,0.0,0.9,1.5,4.0
3869,Barry Stevens,steveba01,1992-93,30,GSW,NBA,SF,2,0,3.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
3871,DeShawn Stevenson,stevede01,2000-01,19,UTA,NBA,SG,40,2,7.3,0.8,2.3,.341,0.0,0.3,.083,0.8,2.0,.380,.346,0.7,1.0,.684,0.2,0.5,0.7,0.5,0.3,0.1,0.7,0.7,2.2
3873,Kebu Stewart,stewake01,1997-98,24,PHI,NBA,PF,15,0,7.3,0.8,1.7,.462,0.0,0.0,,0.8,1.7,.462,.462,1.1,1.7,.640,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7
3874,Larry Stewart,stewala01,1991-92,23,WSB,NBA,PF,76,43,29.3,4.0,7.8,.514,0.0,0.0,.000,4.0,7.7,.516,.514,2.5,3.1,.807,2.4,3.5,5.9,1.6,0.7,0.6,1.5,3.0,10.4
3875,Michael Stewart,stewami01,1997-98,22,SAC,NBA,C,81,37,21.7,1.9,4.0,.480,0.0,0.0,,1.9,4.0,.480,.480,0.8,1.8,.458,2.4,4.2,6.6,0.8,0.4,2.4,1.0,3.1,4.6
3877,Greg Stiemsma,stiemgr01,2011-12,26,BOS,NBA,C,55,3,13.9,1.2,2.2,.545,0.0,0.0,,1.2,2.2,.545,.545,0.5,0.7,.707,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9
3878,Steve Stipanovich,stipast01,1983-84,23,IND,NBA,C,81,73,30.0,4.8,10.1,.480,0.0,0.2,.188,4.8,9.9,.486,.482,2.3,3.0,.753,1.4,5.5,6.9,2.1,0.9,0.8,2.0,3.7,12.0
3879,Bryant Stith,stithbr01,1992-93,22,DEN,NBA,SG,39,12,22.2,3.2,7.1,.446,0.0,0.1,.000,3.2,7.0,.453,.446,2.5,3.1,.832,1.0,2.2,3.2,1.3,0.6,0.1,1.1,2.1,8.9
3882,Alex Stivrins,stivral01,1985-86,23,SEA,NBA,SF,3,0,4.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,1.3,.250,1.0,0.0,1.0,0.3,0.0,0.0,1.0,0.7,1.0
3883,David Stockton,stockda01,2014-15,23,SAC,NBA,PG,3,0,11.0,0.7,2.0,.333,0.3,0.7,.500,0.3,1.3,.250,.417,1.0,2.0,.500,0.0,0.7,0.7,3.0,0.7,0.0,1.3,0.3,2.7
3884,John Stockton,stockjo01,1984-85,22,UTA,NBA,PG,82,5,18.2,1.9,4.1,.471,0.0,0.1,.182,1.9,3.9,.481,.474,1.7,2.4,.736,0.3,1.0,1.3,5.1,1.3,0.1,1.8,2.5,5.6
3885,Peja Stojakovic,stojape01,1998-99,21,SAC,NBA,SF,48,1,21.4,2.9,7.8,.378,1.2,3.7,.320,1.8,4.1,.431,.454,1.3,1.5,.851,0.9,2.1,3.0,1.5,0.9,0.1,1.1,0.9,8.4
3886,Ed Stokes,stokeed01,1997-98,26,TOR,NBA,C,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.3,0.8,1.0,0.3,0.3,0.5,0.5,1.0,0.8
3887,Greg Stokes,stokegr01,1985-86,22,PHI,NBA,PF,31,13,11.3,1.8,3.8,.471,0.0,0.0,.000,1.8,3.8,.475,.471,0.5,0.7,.667,0.9,1.0,1.8,0.5,0.5,0.4,0.6,1.8,4.1
3888,Jarnell Stokes,stokeja01,2014-15,21,MEM,NBA,PF,19,2,6.6,1.1,1.9,.568,0.0,0.0,,1.1,1.9,.568,.568,0.8,1.5,.536,0.8,0.9,1.8,0.2,0.3,0.3,0.4,1.3,3.0
3892,Diamond Stone,stonedi01,2016-17,19,LAC,NBA,C,7,0,3.4,0.4,1.9,.231,0.0,0.0,,0.4,1.9,.231,.231,0.6,0.6,1.000,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
