,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
3894,Julyan Stone,stoneju01,2011-12,23,DEN,NBA,SG,22,2,8.1,0.6,1.4,.419,0.1,0.5,.182,0.5,0.9,.550,.452,0.4,0.5,.727,0.2,0.9,1.1,1.7,0.4,0.3,0.5,0.8,1.6
3895,Awvee Storey,storeaw01,2004-05,27,NJN,NBA,SG,9,0,3.6,0.3,1.1,.300,0.1,0.2,.500,0.2,0.9,.250,.350,0.1,0.2,.500,0.4,0.1,0.6,0.1,0.0,0.0,0.0,0.3,0.9
3896,Damon Stoudamire,stoudda01,1995-96,22,TOR,NBA,PG,70,70,40.9,6.9,16.1,.426,1.9,4.8,.395,5.0,11.3,.439,.485,3.4,4.2,.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0
3897,Salim Stoudamire,stoudsa01,2005-06,23,ATL,NBA,SG,61,1,20.3,3.3,8.1,.415,1.3,3.5,.380,2.0,4.5,.442,.498,1.6,1.8,.900,0.2,1.7,1.9,1.2,0.4,0.0,1.3,1.9,9.7
3898,Amar'e Stoudemire,stoudam01,2002-03,20,PHO,NBA,PF,82,71,31.3,4.8,10.1,.472,0.0,0.1,.200,4.8,10.0,.476,.473,3.9,5.9,.661,3.0,5.7,8.8,1.0,0.8,1.1,2.3,3.3,13.5
3899,Paul Stovall,stovapa01,1972-73,24,PHO,NBA,SF,25,,8.4,1.0,3.0,.342,,,,1.0,3.0,.342,.342,1.0,1.5,.632,,,2.4,0.5,,,,1.5,3.0
3900,D.J. Strawberry,strawdj01,2007-08,22,PHO,NBA,SG,33,0,8.2,0.9,2.8,.315,0.2,0.8,.240,0.7,2.0,.343,.348,0.3,0.6,.474,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2
3903,Erick Strickland,stricer01,1996-97,23,DAL,NBA,SG,28,15,27.1,3.6,9.1,.398,1.0,3.3,.304,2.6,5.9,.451,.453,2.3,2.9,.813,0.8,2.5,3.2,2.4,1.0,0.2,2.4,2.7,10.6
3904,Mark Strickland,stricma01,1994-95,24,IND,NBA,PF,4,0,2.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.5,0.5,1.0,0.0,0.0,0.3,0.3,0.0,0.8
3905,Rod Strickland,stricro02,1988-89,22,NYK,NBA,PG,81,10,16.8,3.3,7.0,.467,0.2,0.7,.322,3.0,6.3,.484,.484,2.1,2.9,.745,0.6,1.3,2.0,3.9,1.2,0.0,1.8,1.8,8.9
3907,John Stroeder,stroejo01,1987-88,29,MIL,NBA,PF,41,0,6.6,0.7,1.9,.367,0.0,0.0,.000,0.7,1.9,.377,.367,0.5,0.7,.667,0.6,1.1,1.7,0.5,0.1,0.3,0.6,1.2,1.9
3908,Derek Strong,stronde01,1991-92,23,WSB,NBA,PF,1,0,12.0,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,.000,3.0,4.0,.750,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0
3909,Lamont Strothers,strotla01,1991-92,23,POR,NBA,SG,4,0,4.3,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,0.5,1.0,.500,0.3,0.0,0.3,0.3,0.3,0.3,0.5,0.5,2.5
3910,John Stroud,stroujo01,1980-81,23,HOU,NBA,SF,9,,9.8,1.2,3.8,.324,0.0,0.0,,1.2,3.8,.324,.324,0.3,0.4,.750,0.8,0.7,1.4,1.0,0.1,0.0,0.4,0.8,2.8
3912,Rodney Stuckey,stuckro01,2007-08,21,DET,NBA,PG,57,2,19.0,2.7,6.7,.401,0.1,0.3,.188,2.6,6.4,.410,.404,2.2,2.7,.814,0.6,1.7,2.3,2.8,0.9,0.1,1.4,2.0,7.6
3916,Jared Sullinger,sullija01,2012-13,20,BOS,NBA,PF,45,5,19.8,2.5,5.0,.493,0.0,0.1,.200,2.4,4.9,.500,.496,1.0,1.4,.746,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6.0
3917,DaJuan Summers,summeda01,2009-10,22,DET,NBA,SF,44,0,9.2,1.0,3.0,.354,0.3,1.0,.357,0.7,2.0,.352,.412,0.6,0.9,.711,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0
3918,Barry Sumpter,sumptba01,1988-89,23,LAC,NBA,PF,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,Bruno Sundov,sundobr01,1998-99,18,DAL,NBA,C,3,0,3.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3
3921,Jon Sundvold,sundvjo01,1983-84,22,SEA,NBA,PG,73,2,17.6,3.0,6.7,.445,0.1,0.5,.243,2.8,6.2,.461,.454,0.9,1.0,.889,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.1,6.9
3922,Bob Sura,surabo01,1995-96,22,CLE,NBA,SG,79,3,14.6,1.9,4.6,.411,0.3,1.0,.346,1.5,3.6,.429,.449,1.3,1.8,.702,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1.6,5.3
3925,Dane Suttle,suttlda01,1983-84,22,KCK,NBA,SG,40,1,11.7,2.7,5.4,.509,0.0,0.1,.000,2.7,5.3,.517,.509,1.0,1.2,.851,0.5,0.6,1.2,1.2,0.5,0.0,0.8,1.2,6.5
3926,Greg Sutton,suttogr01,1991-92,24,SAS,NBA,PG,67,2,9.0,1.4,3.6,.388,0.4,1.3,.292,1.0,2.3,.444,.442,0.5,0.7,.756,0.1,0.6,0.7,1.4,0.4,0.1,1.0,1.7,3.7
3929,Caleb Swanigan,swanica01,2017-18,20,POR,NBA,PF,23,3,7.1,0.9,2.3,.377,0.0,0.3,.125,0.8,2.0,.422,.387,0.3,0.6,.615,0.7,1.3,1.9,0.6,0.2,0.1,0.6,1.4,2.1
3932,Mike Sweetney,sweetmi01,2003-04,21,NYK,NBA,PF,42,1,11.8,1.6,3.3,.493,0.0,0.0,.000,1.6,3.3,.496,.493,1.0,1.4,.724,1.6,2.1,3.7,0.3,0.4,0.3,0.8,1.4,4.3
3933,Robert Swift,swiftro01,2004-05,19,SEA,NBA,C,16,0,4.5,0.3,0.7,.455,0.0,0.0,,0.3,0.7,.455,.455,0.3,0.6,.556,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1.0,0.9
3934,Skeeter Swift,swiftsk01,1969-70,23,NOB,ABA,SG,66,,16.5,3.3,8.3,.394,0.6,1.9,.304,2.7,6.4,.420,.429,2.1,2.5,.827,0.3,1.2,1.5,1.2,,,1.5,3.2,9.2
3935,Stromile Swift,swiftst01,2000-01,21,VAN,NBA,PF,80,6,16.4,1.9,4.2,.451,0.0,0.1,.000,1.9,4.2,.457,.451,1.1,1.8,.603,1.4,2.2,3.6,0.4,0.8,1.0,0.8,2.0,4.9
3936,Aaron Swinson,swinsaa01,1994-95,24,PHO,NBA,SF,9,0,5.7,1.1,2.0,.556,0.0,0.0,,1.1,2.0,.556,.556,0.4,0.6,.800,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,2.7
3937,Pape Sy,sypa01,2010-11,22,ATL,NBA,SF,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,1.0,1.0,1.000,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3
3939,Larry Sykes,sykesla01,1995-96,22,BOS,NBA,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
3940,Brett Szabo,szabobr01,1996-97,28,BOS,NBA,C,70,24,9.5,0.8,1.7,.446,0.0,0.0,.000,0.8,1.7,.450,.446,0.6,0.9,.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2
3941,Wally Szczerbiak,szczewa02,1999-00,22,MIN,NBA,SF,73,53,29.7,4.7,9.2,.511,0.4,1.1,.359,4.3,8.1,.531,.532,1.8,2.2,.826,1.2,2.5,3.7,2.8,0.8,0.3,1.1,2.4,11.6
3943,Zan Tabak,tabakza01,1994-95,24,HOU,NBA,C,37,0,4.9,0.6,1.4,.453,0.0,0.0,.000,0.6,1.4,.462,.453,0.7,1.2,.614,0.6,0.9,1.5,0.1,0.1,0.2,0.5,1.0,2.0
3944,Yuta Tabuse,tabusyu01,2004-05,24,PHO,NBA,PG,4,0,4.3,0.3,1.5,.167,0.3,0.3,1.000,0.0,1.3,.000,.250,1.0,1.0,1.000,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8
3945,Chris Taft,taftch01,2005-06,20,GSW,NBA,C,17,0,8.5,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.1,0.4,.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8
3947,Dragan Tarlac,tarladr01,2000-01,27,CHI,NBA,C,43,12,13.9,0.9,2.3,.394,0.0,0.0,,0.9,2.3,.394,.394,0.6,0.8,.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4
3948,Roy Tarpley,tarplro01,1986-87,22,DAL,NBA,PF,75,1,18.7,3.1,6.7,.467,0.0,0.0,.333,3.1,6.6,.468,.468,1.3,1.9,.676,2.4,4.7,7.1,0.7,0.7,1.1,1.3,3.1,7.5
3950,Earl Tatum,tatumea01,1976-77,23,LAL,NBA,SG,68,,18.4,4.2,8.9,.466,,,,4.2,8.9,.466,.466,1.1,1.5,.720,1.2,2.3,3.5,1.7,1.3,0.3,,2.5,9.4
3951,Jayson Tatum,tatumja01,2017-18,19,BOS,NBA,SF,76,76,30.6,5.0,10.4,.478,1.3,3.0,.434,3.7,7.4,.496,.541,2.6,3.2,.826,0.6,4.5,5.1,1.6,0.9,0.8,1.4,2.1,13.9
3952,Edy Tavares,tavarwa01,2015-16,23,ATL,NBA,C,11,0,6.6,1.0,1.7,.579,0.0,0.0,,1.0,1.7,.579,.579,0.3,0.7,.375,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3
3953,Anthony Taylor,tayloan01,1988-89,23,MIA,NBA,PG,21,7,17.5,2.9,7.2,.397,0.0,0.1,.000,2.9,7.1,.403,.397,1.1,1.5,.750,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9
3954,Brian Taylor,taylobr01,1972-73,21,NYA,ABA,PG,63,,32.3,6.3,12.2,.515,0.1,0.4,.160,6.2,11.8,.527,.518,2.7,3.6,.743,1.2,2.0,3.2,2.8,,,2.2,3.5,15.3
3955,Donell Taylor,taylodo01,2005-06,23,WAS,NBA,SG,51,1,9.1,1.0,2.7,.390,0.1,0.3,.235,1.0,2.3,.412,.404,0.6,0.8,.698,0.3,0.7,1.0,0.9,0.6,0.1,0.7,0.9,2.7
3956,Fatty Taylor,taylofa01,1969-70,23,WSA,ABA,PG,83,,24.0,2.9,6.3,.467,0.0,0.1,.167,2.9,6.2,.471,.468,2.1,3.2,.674,2.1,2.4,4.5,2.4,,,1.9,3.4,8.0
3958,Isaiah Taylor,taylois01,2016-17,22,HOU,NBA,PG,4,0,13.0,0.3,1.8,.143,0.0,0.5,.000,0.3,1.3,.200,.143,0.3,0.5,.500,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8
3959,Jay Taylor,tayloja01,1989-90,22,NJN,NBA,SG,17,0,6.7,1.2,3.1,.404,0.2,0.8,.231,1.1,2.3,.462,.433,0.4,0.5,.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,0.5,3.0
3960,Jeff Taylor,tayloje01,1982-83,23,HOU,NBA,SG,44,5,17.6,1.5,3.6,.400,0.0,0.0,.000,1.5,3.6,.403,.400,0.7,1.0,.652,0.6,1.2,1.8,2.5,0.9,0.3,1.4,1.9,3.6
3961,Jeff Taylor,tayloje03,2012-13,23,CHA,NBA,SF,77,29,19.6,2.2,5.2,.431,0.7,2.0,.344,1.5,3.2,.486,.497,1.0,1.3,.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1
3962,Jermaine Taylor,tayloje02,2009-10,23,HOU,NBA,SG,31,4,9.8,1.5,3.8,.378,0.2,0.7,.227,1.3,3.1,.412,.399,1.1,1.5,.717,0.7,0.8,1.5,0.5,0.3,0.1,0.6,0.5,4.1
3963,Johnny Taylor,taylojo01,1997-98,23,ORL,NBA,SF,12,0,9.0,1.1,3.1,.351,0.1,0.2,.500,1.0,2.9,.343,.365,0.9,1.3,.688,0.3,0.8,1.1,0.1,0.3,0.2,0.7,1.8,3.2
3964,Leonard Taylor,taylole01,1989-90,23,GSW,NBA,PF,10,0,3.7,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,.000,1.1,1.6,.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1
3965,Maurice Taylor,tayloma01,1997-98,21,LAC,NBA,PF,71,3,21.3,4.5,9.5,.476,0.0,0.0,.000,4.5,9.5,.476,.476,2.4,3.4,.709,1.7,2.5,4.2,0.7,0.5,0.6,1.5,3.1,11.5
3966,Mike Taylor,taylomi01,2008-09,23,LAC,NBA,PG,51,5,15.1,2.2,5.2,.412,0.3,0.8,.325,1.9,4.5,.427,.436,1.1,1.6,.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7
3967,Oliver Taylor,taylool01,1970-71,23,NYA,ABA,SG,80,,20.2,3.1,6.2,.506,0.1,0.2,.417,3.1,6.1,.508,.511,2.3,3.5,.675,1.4,2.5,3.8,1.8,,,2.0,2.9,8.7
3969,Tyshawn Taylor,tayloty01,2012-13,22,BRK,NBA,PG,38,0,5.8,0.8,2.3,.368,0.2,0.3,.462,0.7,1.9,.351,.402,0.4,0.7,.556,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,2.2
3970,Vince Taylor,taylovi01,1982-83,22,NYK,NBA,SG,31,0,10.4,1.2,3.3,.363,0.0,0.0,,1.2,3.3,.363,.363,0.7,1.0,.656,0.6,0.5,1.2,1.3,0.6,0.1,1.0,1.7,3.1
3971,Terry Teagle,teaglte01,1982-83,22,HOU,NBA,SG,73,44,23.4,4.5,10.6,.428,0.1,0.4,.345,4.4,10.2,.431,.434,1.2,1.7,.696,1.0,1.6,2.7,2.1,0.7,0.2,1.9,2.3,10.4
3972,Jeff Teague,teaguje01,2009-10,21,ATL,NBA,PG,71,3,10.1,1.3,3.2,.396,0.1,0.5,.219,1.2,2.7,.426,.412,0.6,0.7,.837,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2
3973,Marquis Teague,teaguma01,2012-13,19,CHI,NBA,PG,48,0,8.2,0.9,2.4,.381,0.1,0.5,.174,0.8,1.9,.433,.398,0.2,0.3,.563,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1.0,2.1
3974,Mirza Teletovic,teletmi01,2012-13,27,BRK,NBA,PF,53,0,9.4,1.3,3.5,.384,0.7,2.0,.343,0.6,1.5,.442,.484,0.2,0.2,.818,0.6,1.2,1.8,0.4,0.2,0.2,0.4,1.0,3.5
3975,Sebastian Telfair,telfase01,2004-05,19,POR,NBA,PG,68,26,19.6,2.5,6.3,.393,0.3,1.0,.246,2.2,5.3,.421,.413,1.5,2.0,.789,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8
3976,Collis Temple,templco01,1974-75,22,SAA,ABA,SF,24,,4.3,0.7,1.7,.415,0.0,0.0,.000,0.7,1.7,.425,.415,0.3,0.4,.800,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8
3977,Garrett Temple,templga01,2009-10,23,TOT,NBA,SG,27,4,12.4,1.6,3.7,.436,0.5,1.4,.351,1.1,2.4,.484,.500,1.3,1.9,.700,0.2,0.9,1.1,0.8,0.5,0.2,1.0,1.6,5.0
3978,Milos Teodosic,teodomi01,2017-18,30,LAC,NBA,PG,45,36,25.2,3.4,8.0,.419,2.0,5.2,.379,1.4,2.8,.492,.542,0.9,1.0,.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5
3980,Carlos Terry,terryca01,1980-81,24,WSB,NBA,SG,26,,19.4,3.1,6.2,.500,0.0,0.2,.000,3.1,5.9,.519,.500,1.1,1.6,.667,1.7,2.8,4.5,2.7,1.0,0.5,2.2,2.6,7.2
3981,Chuck Terry,terrych01,1972-73,22,MIL,NBA,SF,67,,10.3,0.8,2.4,.340,,,,0.8,2.4,.340,.340,0.3,0.4,.708,,,2.2,0.6,,,,1.7,1.9
3982,Claude Terry,terrycl01,1972-73,23,DNR,ABA,SG,68,,9.8,1.8,4.2,.421,0.1,0.4,.417,1.6,3.8,.421,.439,1.1,1.7,.649,0.7,0.4,1.1,0.9,,,1.0,1.6,4.8
3983,Jason Terry,terryja01,1999-00,22,ATL,NBA,PG,81,27,23.3,3.1,7.4,.415,0.6,1.9,.293,2.5,5.5,.458,.453,1.4,1.7,.807,0.3,1.8,2.0,4.3,1.1,0.1,1.9,1.6,8.1
3984,Hasheem Thabeet,thabeha01,2009-10,22,MEM,NBA,C,68,13,13.0,1.1,1.9,.588,0.0,0.0,,1.1,1.9,.588,.588,0.8,1.4,.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1
3987,Daniel Theis,theisda01,2017-18,25,BOS,NBA,C,63,3,14.9,2.0,3.7,.541,0.3,0.9,.310,1.7,2.8,.617,.579,1.0,1.3,.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3
3988,Reggie Theus,theusre01,1978-79,21,CHI,NBA,PG,82,,33.6,6.5,13.6,.480,,,,6.5,13.6,.480,.480,3.2,4.2,.761,1.1,1.7,2.8,5.2,1.1,0.2,3.7,3.3,16.3
3989,Peter Thibeaux,thibepe01,1984-85,23,GSW,NBA,SF,51,1,9.0,1.8,3.8,.482,0.0,0.0,.000,1.8,3.8,.487,.482,0.8,1.3,.642,0.6,0.8,1.4,0.3,0.2,0.3,0.7,1.7,4.5
3991,Justus Thigpen,thigpju01,1969-70,22,PTP,ABA,SG,3,,19.3,1.7,6.3,.263,0.0,0.0,,1.7,6.3,.263,.263,0.3,1.0,.333,1.3,1.3,2.7,1.3,,,0.3,4.7,3.7
3992,David Thirdkill,thirdda01,1982-83,22,PHO,NBA,SF,49,2,10.6,1.5,3.5,.435,0.0,0.1,.143,1.5,3.3,.448,.438,0.9,1.6,.577,0.6,0.9,1.5,0.7,0.4,0.1,1.0,1.9,4.0
3993,Adonis Thomas,thomaad01,2013-14,20,TOT,NBA,SF,6,1,6.2,1.0,2.3,.429,0.2,0.8,.200,0.8,1.5,.556,.464,0.2,0.2,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3
3994,Billy Thomas,thomabi01,2004-05,29,NJN,NBA,SF,25,0,14.2,1.4,3.8,.362,0.7,2.2,.304,0.7,1.5,.447,.452,0.3,0.4,.778,0.3,1.2,1.4,0.7,0.6,0.0,0.4,1.2,3.7
3995,Carl Thomas,thomaca01,1991-92,22,SAC,NBA,SG,1,0,31.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,1.0,2.0,.500,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,12.0
3996,Charles Thomas,thomach01,1991-92,22,DET,NBA,SG,36,0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3
3997,Etan Thomas,thomaet01,2001-02,23,WAS,NBA,C,47,0,13.1,1.7,3.2,.536,0.0,0.0,,1.7,3.2,.536,.536,0.9,1.6,.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3
3998,Irving Thomas,thomair01,1990-91,25,LAL,NBA,PF,26,0,4.2,0.7,1.9,.340,0.0,0.0,,0.7,1.9,.340,.340,0.5,0.8,.571,0.5,0.7,1.2,0.4,0.2,0.0,0.5,0.9,1.8
3999,Isaiah Thomas,thomais02,2011-12,22,SAC,NBA,PG,65,37,25.5,3.9,8.8,.448,1.3,3.4,.379,2.7,5.4,.491,.521,2.4,2.8,.832,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.9,11.5
4000,Isiah Thomas,thomais01,1981-82,20,DET,NBA,PG,72,72,33.8,6.3,14.8,.424,0.2,0.8,.288,6.1,14.0,.432,.432,4.2,6.0,.704,0.8,2.1,2.9,7.8,2.1,0.2,4.2,3.5,17.0
4001,Jamel Thomas,thomaja01,1999-00,26,TOT,NBA,SF,7,0,6.6,1.1,2.6,.444,0.0,0.4,.000,1.1,2.1,.533,.444,0.1,0.1,1.000,0.1,0.6,0.7,0.9,0.1,0.0,0.7,0.3,2.4
4002,James Thomas,thomaja02,2004-05,24,TOT,NBA,PF,11,2,10.6,1.1,1.8,.600,0.0,0.0,,1.1,1.8,.600,.600,0.2,0.5,.333,1.5,1.8,3.4,0.4,0.4,0.4,0.6,1.2,2.4
4003,Jim Thomas,thomaji01,1983-84,23,IND,NBA,SG,72,15,16.9,2.6,5.6,.464,0.0,0.2,.091,2.6,5.4,.474,.465,1.1,1.5,.727,0.8,1.3,2.1,1.8,0.8,0.1,1.0,1.6,6.3
4005,John Thomas,thomajo02,1997-98,22,TOT,NBA,PF,54,2,9.9,1.0,2.1,.487,0.0,0.0,,1.0,2.1,.487,.487,0.8,1.0,.759,0.9,1.1,2.0,0.3,0.4,0.2,0.9,1.8,2.8
4006,Kenny Thomas,thomake01,1999-00,22,HOU,NBA,PF,72,29,25.0,2.9,7.4,.399,0.4,1.7,.262,2.5,5.7,.440,.429,1.9,2.9,.660,2.0,4.0,6.1,1.6,0.8,0.3,1.6,2.3,8.3
4007,Kurt Thomas,thomaku01,1995-96,23,MIA,NBA,PF,74,42,22.4,3.7,7.4,.501,0.0,0.0,.000,3.7,7.4,.503,.501,1.6,2.4,.663,1.6,4.3,5.9,0.6,0.6,0.5,1.3,3.7,9.0
4008,Lance Thomas,thomala01,2011-12,23,NOH,NBA,PF,42,10,15.0,1.4,3.0,.452,0.0,0.0,.000,1.4,3.0,.456,.452,1.2,1.5,.839,1.2,1.8,3.0,0.3,0.2,0.2,0.6,1.9,4.0
4009,Malcolm Thomas,thomama01,2011-12,23,SAS,NBA,PF,3,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.3,0.7,.500,0.3,0.7,1.0,0.3,0.3,0.3,0.0,0.0,0.3
4010,Ronald Thomas,thomaro01,1972-73,22,KEN,ABA,PF,31,,11.9,2.0,4.3,.470,0.0,0.1,.000,2.0,4.2,.477,.470,0.7,1.3,.512,1.7,2.0,3.7,0.7,,,0.7,2.4,4.7
4012,Tim Thomas,thomati01,1997-98,20,PHI,NBA,SF,77,48,23.1,4.0,8.9,.447,0.8,2.2,.363,3.2,6.7,.476,.493,2.2,3.0,.740,1.4,2.4,3.7,1.2,0.7,0.2,1.5,2.4,11.0
4013,Tyrus Thomas,thomaty01,2006-07,20,CHI,NBA,PF,72,4,13.4,1.9,3.9,.475,0.0,0.0,.000,1.9,3.9,.479,.475,1.5,2.4,.606,1.2,2.5,3.7,0.6,0.6,1.1,1.3,2.3,5.2
4015,Trey Thompkins,thomptr02,2011-12,21,LAC,NBA,C,24,0,5.0,1.0,2.5,.393,0.2,0.5,.308,0.8,2.0,.417,.426,0.2,0.3,.714,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4
4016,Bernard Thompson,thompbe01,1984-85,22,POR,NBA,SF,59,0,9.1,1.3,3.6,.373,0.0,0.1,.000,1.3,3.5,.387,.373,0.7,0.9,.765,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1.3,3.3
4017,Billy Thompson,thompbi01,1986-87,23,LAL,NBA,SF,59,0,12.9,2.4,4.4,.544,0.0,0.0,.000,2.4,4.4,.546,.544,0.8,1.3,.649,1.2,1.7,2.9,1.0,0.3,0.5,1.0,2.5,5.6
4018,Brooks Thompson,thompbr01,1994-95,24,ORL,NBA,PG,38,2,6.5,1.2,3.0,.395,0.5,1.5,.310,0.7,1.5,.482,.474,0.2,0.3,.667,0.2,0.4,0.6,1.1,0.3,0.1,0.7,1.2,3.1
4019,Corny Thompson,thompco01,1982-83,22,DAL,NBA,PF,44,2,11.8,1.0,3.1,.314,0.0,0.0,,1.0,3.1,.314,.314,0.8,1.0,.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8
4020,David Thompson,thompda01,1975-76,21,DNA,ABA,SF,83,,37.4,9.7,18.9,.515,0.0,0.2,.158,9.7,18.7,.519,.516,6.5,8.2,.794,2.7,3.6,6.3,3.7,1.6,1.2,3.0,3.4,26.0
4021,Dijon Thompson,thompdi01,2005-06,22,PHO,NBA,SG,10,0,4.3,1.1,2.5,.440,0.4,1.1,.364,0.7,1.4,.500,.520,0.2,0.2,1.000,0.4,0.7,1.1,0.1,0.3,0.1,0.2,0.6,2.8
4022,George Thompson,thompge01,1969-70,22,PTP,ABA,SG,54,,18.8,4.8,10.9,.441,0.1,0.6,.219,4.7,10.3,.454,.447,3.3,4.8,.677,0.9,0.9,1.7,1.4,,,1.6,2.0,13.0
4023,Hollis Thompson,thompho01,2013-14,22,PHI,NBA,SF,77,41,22.6,2.2,4.8,.460,0.9,2.2,.401,1.4,2.7,.507,.550,0.7,0.9,.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6.0
4025,Jason Thompson,thompja02,2008-09,22,SAC,NBA,PF,82,56,28.1,4.3,8.7,.497,0.0,0.1,.000,4.3,8.6,.502,.497,2.4,3.5,.692,2.9,4.5,7.4,1.1,0.6,0.7,1.8,3.8,11.1
4027,Kevin Thompson,thompke01,1993-94,22,POR,NBA,C,14,0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9
4028,Klay Thompson,thompkl01,2011-12,21,GSW,NBA,SG,66,29,24.4,4.8,10.9,.443,1.7,4.1,.414,3.1,6.8,.460,.520,1.2,1.4,.868,0.4,2.1,2.4,2.0,0.7,0.3,1.6,2.3,12.5
4029,LaSalle Thompson,thompla01,1982-83,21,KCK,NBA,C,71,3,13.9,2.1,4.0,.512,0.0,0.0,.000,2.1,4.0,.514,.512,1.3,1.9,.650,1.9,3.4,5.3,0.5,0.6,0.9,1.4,2.6,5.4
4030,Mychal Thompson,thompmy01,1978-79,24,POR,NBA,C,73,,29.4,6.3,12.8,.490,,,,6.3,12.8,.490,.490,2.1,3.7,.572,2.7,5.6,8.3,2.4,0.9,1.8,2.8,3.7,14.7
4031,Mychel Thompson,thompmy02,2011-12,23,CLE,NBA,SG,5,3,19.0,1.4,4.8,.292,0.8,2.2,.364,0.6,2.6,.231,.375,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
4032,Paul Thompson,thomppa01,1983-84,22,CLE,NBA,SF,82,10,21.1,3.8,8.1,.467,0.1,0.5,.231,3.7,7.6,.482,.474,1.4,1.8,.772,1.5,2.3,3.8,1.5,0.9,0.5,0.9,2.3,9.0
