,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
145,Stacey Augmon,augmost01,Career,,,NBA,,1001,472,21658,7.3,15.6,.469,0.0,0.2,.152,7.3,15.4,.473,4.6,6.3,.728,3.1,4.6,7.7,3.8,2.3,0.8,3.0,4.2,19.3,,106,106
146,D.J. Augustin,augusdj01,Career,,,NBA,,720,220,17030,6.9,16.9,.406,2.8,7.3,.376,4.1,9.5,.429,4.7,5.4,.862,0.6,3.4,4.0,8.4,1.3,0.1,3.3,3.3,21.2,,110,110
147,James Augustine,augusja01,Career,,,NBA,,27,0,156,6.3,12.2,.514,0.0,0.0,,6.3,12.2,.514,1.3,2.6,.500,5.6,5.3,10.9,1.3,1.7,0.7,2.0,6.6,13.9,,109,106
148,Isaac Austin,austiis01,Career,,,NBA,,432,166,8350,8.2,18.4,.446,0.1,0.3,.176,8.2,18.1,.451,4.4,6.5,.670,3.9,9.0,12.9,3.4,1.4,1.4,4.5,6.1,20.9,,95,102
150,Ken Austin,austike01,Career,,,NBA,,7,0,28,9.9,21.5,.462,0.0,0.0,,9.9,21.5,.462,0.0,0.0,,3.3,1.7,5.0,1.7,1.7,1.7,5.0,11.6,19.8,,85,110
151,Anthony Avent,aventan01,Career,,,NBA,,352,156,6729,6.2,15.3,.403,0.0,0.0,.000,6.2,15.3,.404,2.5,3.6,.686,4.2,7.7,12.0,2.1,1.3,1.6,3.1,6.2,14.8,,91,108
152,Bird Averitt,averibi01,Career,,,TOT,,366,,8163,9.9,24.5,.405,0.4,1.8,.249,9.6,23.2,.414,5.1,6.8,.743,1.1,2.8,3.9,6.1,1.9,0.3,4.2,4.8,25.3,,93,104
153,William Avery,averywi01,Career,,,NBA,,142,1,1205,6.0,18.1,.330,1.7,6.8,.255,4.2,11.2,.376,2.8,4.0,.714,0.7,3.3,4.0,8.7,1.5,0.3,4.6,5.4,16.5,,86,107
154,Dennis Awtrey,awtrede01,Career,,,NBA,,523,3,10386,4.1,9.0,.459,0.0,0.0,,4.1,9.0,.459,2.2,3.4,.652,3.1,6.6,9.7,4.8,0.8,0.8,1.1,4.9,10.5,,92,100
155,Gustavo Ayon,ayongu01,Career,,,NBA,,135,41,2251,6.7,12.4,.536,0.0,0.0,.000,6.7,12.4,.537,1.6,3.1,.504,4.4,9.4,13.8,4.1,2.3,1.7,2.9,6.4,14.9,,106,102
156,Jeff Ayres,pendeje02,Career,,,NBA,,237,15,2322,6.4,11.6,.553,0.0,0.1,.400,6.4,11.5,.554,2.5,3.3,.776,4.4,9.7,14.1,2.2,0.8,1.5,2.9,8.0,15.4,,111,102
157,Kelenna Azubuike,azubuke01,Career,,,NBA,,208,84,5025,7.8,16.9,.459,2.0,5.0,.409,5.7,12.0,.480,3.5,4.6,.770,2.5,5.5,8.0,2.2,1.3,1.0,2.0,4.0,21.1,,112,113
158,Chris Babb,babbch01,Career,,,NBA,,14,0,132,3.1,11.7,.267,2.3,10.5,.222,0.8,1.2,.667,0.0,0.0,,1.6,5.1,6.6,1.2,2.3,0.0,1.2,5.1,8.6,,82,108
159,Luke Babbitt,babbilu01,Career,,,NBA,,379,106,5300,6.3,15.3,.410,3.8,9.4,.406,2.5,5.9,.417,1.2,1.6,.747,1.1,7.1,8.1,2.1,0.9,0.6,1.6,5.0,17.5,,107,110
160,Milos Babic,babicmi01,Career,,,NBA,,21,0,87,6.9,18.4,.375,0.0,0.0,,6.9,18.4,.375,7.5,11.5,.650,4.6,6.9,11.5,5.7,1.1,0.6,5.7,4.0,21.2,,91,110
162,Dwayne Bacon,bacondw01,Career,,,NBA,,53,6,713,4.9,13.1,.375,0.8,2.9,.256,4.2,10.2,.409,1.4,1.7,.800,0.3,8.2,8.5,2.6,1.1,0.1,1.6,3.1,12.0,,88,111
165,Dalibor Bagaric,bagarda01,Career,,,NBA,,95,0,973,5.3,14.7,.361,0.0,0.1,.000,5.3,14.6,.363,3.1,5.6,.559,4.6,8.4,13.0,2.0,1.6,2.3,3.9,8.9,13.7,,80,105
166,John Bagley,baglejo01,Career,,,NBA,,665,401,17120,6.7,15.2,.437,0.3,1.3,.241,6.3,13.9,.456,2.7,3.5,.779,1.2,3.7,4.9,11.2,2.1,0.2,4.3,3.1,16.4,,100,110
167,Carl Bailey,baileca01,Career,,,NBA,,1,0,7,6.8,6.8,1.000,0.0,0.0,,6.8,6.8,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,13.6,,47,116
168,Gus Bailey,bailegu01,Career,,,NBA,,147,,1346,5.3,13.0,.406,0.3,0.3,1.000,5.3,13.0,.405,2.6,5.1,.510,3.2,5.1,8.3,5.7,1.9,1.5,1.5,5.1,13.2,,95,101
169,James Bailey,baileja01,Career,,,NBA,,595,105,11625,8.3,17.2,.484,0.0,0.1,.077,8.3,17.2,.485,4.7,6.7,.703,4.1,8.1,12.2,2.0,1.2,2.1,4.3,8.1,21.4,,99,105
170,Thurl Bailey,baileth01,Career,,,NBA,,928,229,24873,9.2,19.5,.473,0.0,0.1,.114,9.2,19.5,.474,4.5,5.6,.812,2.5,6.6,9.2,2.5,0.8,2.1,2.8,3.6,23.0,,104,106
171,Toby Bailey,baileto01,Career,,,NBA,,73,12,698,6.8,16.8,.407,0.2,1.1,.200,6.6,15.7,.422,4.0,5.8,.692,3.7,5.6,9.4,3.2,1.6,0.4,2.6,5.9,17.9,,98,102
172,Cameron Bairstow,bairsca01,Career,,,NBA,,36,3,167,4.9,16.4,.296,0.3,1.5,.200,4.6,14.9,.306,3.3,3.9,.846,3.0,7.9,10.9,2.1,1.2,1.2,2.1,8.2,13.4,,83,105
173,Jimmie Baker,bakerji01,Career,,,ABA,,5,,40,3.4,17.0,.200,0.0,0.0,,3.4,17.0,.200,0.0,2.3,.000,4.5,11.3,15.9,4.5,0.0,3.4,6.8,12.5,6.8,,48,100
174,LaMark Baker,bakerla01,Career,,,NBA,,1,0,2,0.0,27.0,.000,0.0,0.0,,0.0,27.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,,0,114
175,Maurice Baker,bakerma01,Career,,,NBA,,5,0,19,0.0,2.8,.000,0.0,0.0,,0.0,2.8,.000,0.0,0.0,,2.8,2.8,5.6,2.8,2.8,0.0,2.8,8.4,0.0,,48,109
177,Ron Baker,bakerro01,Career,,,NBA,,81,14,1242,4.1,11.1,.370,1.4,4.8,.286,2.7,6.3,.433,1.9,2.8,.696,0.7,4.5,5.1,6.2,2.4,0.6,3.0,4.3,11.5,,95,111
178,Vin Baker,bakervi01,Career,,,NBA,,791,604,25737,9.6,19.8,.485,0.1,0.4,.215,9.5,19.4,.490,4.9,7.7,.638,4.6,7.4,12.0,3.1,1.2,1.6,3.6,5.2,24.2,,104,107
179,Wade Baldwin,baldwwa01,Career,,,NBA,,37,1,434,4.9,14.6,.336,0.5,2.7,.174,4.4,11.8,.374,4.3,5.5,.783,1.3,4.8,6.1,7.5,2.2,0.8,4.9,5.3,14.6,,86,108
180,Renaldo Balkman,balkmre01,Career,,,NBA,,221,12,3064,6.3,12.2,.510,0.2,1.1,.172,6.1,11.2,.543,2.5,4.6,.542,4.7,8.3,13.1,2.2,2.8,1.8,2.3,7.2,15.2,,109,104
181,Cedric Ball,ballce01,Career,,,NBA,,7,0,26,5.5,14.8,.375,0.0,0.0,,5.5,14.8,.375,3.7,3.7,1.000,9.2,11.1,20.3,0.0,0.0,3.7,3.7,9.2,14.8,,96,104
182,Lonzo Ball,balllo01,Career,,,NBA,,52,50,1780,5.4,15.1,.360,2.4,7.9,.305,3.0,7.2,.420,0.9,1.9,.451,1.9,7.8,9.7,10.1,2.4,1.2,3.7,3.1,14.2,,97,106
183,Greg Ballard,ballagr01,Career,,,NBA,,802,337,22073,9.1,19.2,.472,0.2,0.7,.338,8.9,18.6,.476,3.0,3.9,.787,3.1,7.3,10.4,3.7,1.9,0.5,2.3,3.9,21.3,,107,104
185,Gene Banks,banksge01,Career,,,NBA,,468,264,13074,7.7,14.2,.539,0.0,0.2,.043,7.6,14.0,.545,3.7,5.1,.730,3.6,6.1,9.8,4.8,1.6,0.4,3.0,4.6,19.0,,115,110
186,Marcus Banks,banksma01,Career,,,NBA,,348,37,5571,6.9,16.0,.432,1.2,3.6,.327,5.7,12.4,.462,4.2,5.5,.768,0.9,3.9,4.8,6.8,2.5,0.5,4.1,6.3,19.2,,99,107
188,Ken Bannister,bannike01,Career,,,NBA,,253,71,3867,7.3,15.0,.488,0.0,0.0,.000,7.3,15.0,.489,4.1,8.4,.492,3.4,7.7,11.2,1.4,1.4,1.0,4.3,8.4,18.8,,90,106
189,Mike Bantom,bantomi01,Career,,,NBA,,706,38,19725,8.0,17.1,.468,0.0,0.1,.200,8.0,17.0,.469,3.9,5.6,.692,3.8,6.7,10.5,3.8,1.5,1.1,2.2,5.8,19.9,,102,102
191,Leandro Barbosa,barbole01,Career,,,NBA,,850,112,18386,9.3,20.3,.459,2.7,7.0,.387,6.6,13.3,.498,3.4,4.1,.821,0.9,3.8,4.7,4.9,1.9,0.3,2.9,4.5,24.7,,108,109
192,Steve Bardo,bardost01,Career,,,NBA,,33,0,299,4.7,14.4,.329,0.2,1.7,.100,4.6,12.7,.360,2.7,3.9,.696,2.2,8.0,10.2,7.5,2.0,0.7,3.7,7.6,12.4,,86,109
193,J.J. Barea,bareajo01,Career,,,NBA,,762,99,15055,8.8,20.7,.424,2.5,7.2,.353,6.2,13.5,.462,2.9,3.7,.798,0.8,4.7,5.4,10.0,1.0,0.1,3.9,3.7,23.1,,104,110
194,Andrea Bargnani,bargnan01,Career,,,NBA,,550,377,15806,9.7,22.1,.439,2.1,5.9,.354,7.6,16.2,.470,4.6,5.5,.824,1.8,6.6,8.4,2.2,0.7,1.6,2.8,4.4,26.0,,103,111
197,Charles Barkley,barklch01,Career,,,NBA,,1073,1012,39330,10.7,19.8,.541,0.7,2.6,.266,10.0,17.3,.581,8.1,11.0,.735,5.4,10.5,15.9,5.4,2.1,1.1,4.3,4.2,30.2,,119,105
198,Erick Barkley,barkler01,Career,,,NBA,,27,4,266,6.5,18.2,.356,0.8,3.0,.267,5.7,15.2,.373,1.8,2.0,.900,1.0,3.2,4.2,8.1,3.8,0.2,3.4,6.3,15.6,,90,103
200,Harrison Barnes,barneha02,Career,,,NBA,,460,399,13952,8.2,18.1,.452,1.7,4.7,.369,6.4,13.4,.481,3.5,4.4,.789,1.7,6.4,8.2,2.6,1.2,0.3,1.9,2.9,21.6,,107,108
203,Marvin Barnes,barnema01,Career,,,TOT,,315,,9281,10.2,21.3,.481,0.0,0.1,.214,10.2,21.3,.482,4.1,5.9,.691,4.8,9.3,14.0,3.2,1.8,2.1,3.7,5.8,24.6,,103,102
204,Matt Barnes,barnema02,Career,,,NBA,,929,359,21967,6.5,14.8,.436,2.3,6.8,.335,4.2,8.0,.522,2.4,3.2,.745,2.5,7.5,9.9,3.9,1.7,1.0,2.7,5.5,17.6,,107,106
207,Nathaniel Barnett,barnena01,Career,,,ABA,,12,,73,7.3,15.9,.462,0.0,0.6,.000,7.3,15.3,.480,1.8,4.9,.375,1.8,3.1,4.9,4.9,1.8,0.6,4.9,13.4,16.5,,84,106
212,Mike Barr,barrmi01,Career,,,TOT,,228,,4265,4.9,10.2,.479,0.1,0.4,.333,4.9,10.0,.482,1.6,2.1,.753,1.1,3.2,4.3,6.5,2.2,0.5,2.6,3.9,11.5,,99,106
214,Andre Barrett,barrean01,Career,,,NBA,,67,1,819,5.7,15.5,.369,1.1,4.4,.246,4.6,11.1,.419,1.5,2.1,.727,1.3,3.2,4.6,8.7,1.9,0.1,3.0,4.4,14.1,,96,109
217,Earl Barron,barroea01,Career,,,NBA,,140,31,1985,6.7,18.1,.371,0.1,0.5,.167,6.7,17.7,.377,3.4,4.8,.702,5.0,8.0,13.0,1.7,1.2,0.8,2.8,7.1,16.9,,89,108
218,Dana Barros,barroda01,Career,,,NBA,,850,264,19480,8.6,18.7,.460,2.9,6.9,.411,5.7,11.7,.488,3.3,3.8,.858,0.6,3.6,4.2,7.4,1.9,0.1,3.2,2.8,23.3,,114,110
219,Brent Barry,barrybr01,Career,,,NBA,,912,449,23643,6.5,14.2,.460,3.1,7.7,.405,3.4,6.4,.525,2.9,3.6,.823,1.0,5.2,6.2,6.5,2.1,0.6,2.9,3.9,19.1,,116,105
220,Drew Barry,barrydr01,Career,,,NBA,,60,0,598,3.8,9.2,.417,2.1,5.6,.381,1.7,3.6,.475,2.1,2.8,.774,0.7,5.3,6.0,9.9,1.7,0.2,4.9,6.7,12.0,,101,108
221,Jon Barry,barryjo01,Career,,,NBA,,821,36,13880,6.0,13.8,.434,2.5,6.3,.392,3.5,7.5,.470,3.3,3.8,.848,1.2,4.5,5.7,6.7,2.7,0.4,3.0,3.8,17.7,,112,104
222,Rick Barry,barryri01,Career,,,TOT,,554,,19585,10.9,24.4,.456,4.6,15.5,.297,10.8,23.9,.460,4.9,5.4,.893,1.2,5.4,6.6,7.3,2.5,0.6,1.3,3.4,27.0,,105,99
225,Will Barton,bartowi01,Career,,,NBA,,390,60,8815,8.4,19.3,.432,2.2,6.4,.339,6.2,12.9,.479,3.8,4.9,.790,1.5,7.0,8.5,5.0,1.6,0.9,2.9,3.2,22.7,,106,110
226,Eddie Basden,basdeed01,Career,,,NBA,,19,0,141,5.5,13.6,.405,0.4,2.6,.143,5.1,11.0,.467,2.9,3.7,.800,2.6,7.7,10.3,2.9,3.3,0.7,3.3,6.2,14.3,,92,99
228,Brandon Bass,bassbr01,Career,,,NBA,,758,283,16410,8.1,16.2,.499,0.0,0.2,.207,8.1,16.0,.502,4.6,5.5,.832,3.6,7.3,10.9,1.9,0.9,1.5,2.3,4.3,20.8,,111,106
229,Tim Bassett,basseti01,Career,,,TOT,,473,,11230,4.9,11.5,.423,0.0,0.1,.286,4.9,11.5,.424,2.0,3.3,.588,4.6,8.0,12.6,2.3,1.4,0.9,1.9,5.0,11.7,,98,102
230,Maceo Baston,bastoma01,Career,,,NBA,,105,4,831,6.6,10.7,.616,0.2,0.5,.375,6.4,10.2,.628,4.4,6.0,.740,3.5,7.4,10.9,1.6,1.5,2.7,3.4,8.7,17.8,,115,105
231,Mengke Bateer,bateeme01,Career,,,NBA,,46,10,494,6.6,16.8,.391,0.5,1.6,.333,6.0,15.2,.397,3.1,4.2,.744,4.2,8.1,12.3,2.9,1.2,0.5,4.3,12.7,16.8,,88,107
232,Billy Ray Bates,batesbi01,Career,,,NBA,,187,3,3328,12.7,26.8,.474,0.5,1.7,.303,12.2,25.1,.485,5.3,6.7,.796,2.1,2.3,4.4,5.0,2.1,0.2,3.9,3.8,31.2,,105,108
233,Esteban Batista,batises01,Career,,,NBA,,70,3,576,3.9,8.9,.438,0.0,0.1,.000,3.9,8.8,.442,3.4,5.5,.617,6.3,9.8,16.0,1.0,1.7,1.0,3.9,11.4,11.2,,94,108
234,Mike Batiste,batismi01,Career,,,NBA,,75,2,1248,8.2,19.4,.422,0.7,3.4,.222,7.4,16.0,.464,2.9,3.7,.784,3.4,7.3,10.7,2.2,1.7,0.7,2.9,5.0,20.0,,96,107
235,Tony Battie,battito01,Career,,,NBA,,837,429,17649,6.4,13.0,.488,0.0,0.2,.162,6.3,12.8,.494,2.3,3.4,.690,4.1,8.6,12.7,1.6,1.2,2.1,2.1,6.5,15.1,,106,103
236,Shane Battier,battish01,Career,,,NBA,,977,705,30004,5.3,12.0,.437,2.2,5.7,.384,3.1,6.3,.486,2.1,2.8,.743,2.2,4.9,7.2,3.0,1.7,1.6,1.5,3.9,14.8,,115,105
237,John Battle,battljo01,Career,,,NBA,,612,62,10910,9.4,20.2,.464,0.3,1.0,.273,9.1,19.2,.474,5.3,6.7,.793,0.8,2.9,3.8,5.7,1.2,0.2,3.0,4.0,24.4,,108,112
238,Kenny Battle,battlke01,Career,,,NBA,,134,17,1795,6.2,12.2,.504,0.1,0.8,.133,6.1,11.5,.529,3.5,4.8,.725,3.5,4.8,8.3,2.7,2.5,0.8,2.3,5.4,15.9,,112,109
239,Dave Batton,battoda01,Career,,,NBA,,58,5,589,7.3,16.4,.448,0.0,0.2,.000,7.3,16.2,.455,0.7,1.4,.471,3.8,6.3,10.0,2.6,1.2,1.3,2.6,5.0,15.4,,93,101
240,Lloyd Batts,battsll01,Career,,,ABA,,58,,1317,9.0,24.5,.366,1.5,5.3,.286,7.5,19.2,.388,2.1,3.4,.617,2.6,4.5,7.1,3.8,2.6,0.2,3.2,3.8,21.6,,89,107
241,Nicolas Batum,batumni01,Career,,,NBA,,688,635,21783,7.0,16.1,.434,2.6,7.4,.354,4.4,8.7,.502,3.1,3.6,.839,1.7,6.9,8.6,6.2,1.6,1.1,3.1,2.9,19.7,,110,107
242,Johnny Baum,baumjo01,Career,,,TOT,,60,,1219,7.1,15.8,.480,0.0,0.1,.000,7.1,15.8,.481,2.0,2.4,.758,3.2,4.7,7.9,2.4,1.4,0.6,1.9,4.0,16.2,,104,109
244,Lonny Baxter,baxtelo01,Career,,,NBA,,162,5,1884,6.9,14.9,.466,0.0,0.1,.200,6.9,14.8,.469,4.0,6.1,.657,5.0,8.4,13.4,1.1,1.0,1.7,3.0,9.1,17.9,,99,103
245,Jerryd Bayless,bayleje01,Career,,,NBA,,552,93,11829,7.2,17.5,.414,2.1,5.7,.366,5.2,11.8,.438,4.2,5.1,.824,0.7,4.5,5.2,6.9,1.6,0.3,3.5,5.1,20.8,,104,109
248,Aron Baynes,baynear01,Career,,,NBA,,370,85,5515,7.3,14.5,.504,0.0,0.2,.143,7.3,14.3,.509,3.5,4.3,.801,5.0,9.8,14.7,2.2,0.7,1.6,2.8,7.0,18.1,,110,104
249,Sergei Bazarevich,bazarse01,Career,,,NBA,,10,0,74,7.9,15.9,.500,0.7,4.3,.167,7.2,11.6,.625,5.1,6.5,.778,0.7,4.3,5.1,10.1,0.7,0.7,5.1,7.2,21.7,,109,109
250,Kent Bazemore,bazemke01,Career,,,NBA,,416,222,8337,7.3,17.3,.422,2.4,6.8,.360,4.9,10.5,.462,3.3,4.6,.718,0.8,6.4,7.2,4.6,2.4,1.1,3.5,4.4,20.3,,98,104
252,Bradley Beal,bealbr01,Career,,,NBA,,401,367,13565,10.3,23.0,.446,3.2,8.0,.393,7.1,15.0,.474,4.1,5.1,.795,1.1,4.4,5.5,5.0,1.6,0.5,3.0,3.1,27.8,,107,108
257,Jerome Beasley,beaslje01,Career,,,NBA,,2,0,5,10.9,32.7,.333,0.0,0.0,,10.9,32.7,.333,0.0,0.0,,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,21.8,,72,104
258,John Beasley,beasljo01,Career,,,ABA,,43,,481,7.6,18.3,.491,8.2,25.9,.316,5.4,11.8,.500,1.0,1.1,.831,4.5,7.6,12.1,1.9,0.7,1.0,2.1,5.8,18.4,,105,106
259,Malik Beasley,beaslma01,Career,,,NBA,,83,1,746,6.9,16.5,.420,2.4,7.2,.330,4.6,9.3,.489,2.0,2.8,.698,1.3,4.6,5.8,2.8,1.5,0.5,2.1,3.0,18.2,,102,114
260,Michael Beasley,beaslmi01,Career,,,NBA,,579,232,13555,11.4,24.5,.464,1.1,3.1,.353,10.3,21.5,.480,4.1,5.3,.760,2.4,8.1,10.6,2.9,1.3,1.1,3.8,4.7,27.9,,100,108
261,Zelmo Beaty,beatyze01,Career,,,TOT,,146,,3689,7.1,14.2,.494,0.0,0.3,.154,7.1,14.2,.495,3.9,4.9,.771,3.4,8.7,12.1,2.6,1.4,1.2,1.4,4.6,18.1,,115,102
262,Rodrigue Beaubois,beaubro01,Career,,,NBA,,182,54,2896,9.0,20.6,.439,2.3,7.1,.325,6.7,13.4,.500,2.8,3.4,.810,0.8,5.2,6.1,6.7,2.2,0.9,3.7,5.6,23.1,,101,105
263,Byron Beck,beckby01,Career,,,TOT,,299,,5863,9.5,18.8,.505,0.1,0.4,.295,9.5,18.7,.506,2.5,3.0,.811,3.5,5.7,9.2,2.5,1.3,0.3,1.9,5.7,21.6,,113,104
264,Corey Beck,beckco01,Career,,,NBA,,88,14,951,5.2,11.6,.451,0.2,0.3,.600,5.1,11.3,.448,2.9,4.3,.684,2.0,5.0,7.1,6.9,2.4,0.5,4.9,7.6,13.6,,92,105
269,William Bedford,bedfowi01,Career,,,NBA,,238,30,2514,8.0,19.2,.416,0.1,0.4,.318,7.8,18.8,.418,2.9,4.8,.605,4.0,7.3,11.3,2.1,0.7,2.5,3.4,7.1,19.0,,92,106
271,Ron Behagen,behagro01,Career,,,NBA,,388,,9131,7.9,18.6,.425,0.0,0.0,,7.9,18.6,.425,3.9,5.2,.754,4.4,9.0,13.5,3.1,1.4,0.8,0.9,6.4,19.7,,95,98
273,Marco Belinelli,belinma01,Career,,,NBA,,718,217,16683,7.7,18.0,.426,3.0,8.0,.377,4.7,10.0,.466,3.3,3.9,.841,0.5,4.0,4.5,3.7,1.3,0.2,2.3,3.2,21.7,,107,110
274,Charlie Bell,bellch01,Career,,,NBA,,376,137,9368,6.6,16.1,.412,2.4,6.8,.361,4.2,9.3,.449,2.1,2.8,.769,1.0,3.5,4.5,4.8,1.7,0.2,2.0,4.2,17.8,,107,111
276,Jordan Bell,belljo01,Career,,,NBA,,52,13,755,7.0,11.0,.636,0.0,0.2,.000,7.0,10.8,.647,1.9,2.7,.690,3.6,8.8,12.4,6.2,2.2,3.4,2.9,5.7,15.9,,124,103
277,Raja Bell,bellra01,Career,,,NBA,,706,479,19813,6.8,15.6,.434,2.5,6.2,.406,4.3,9.4,.452,2.3,2.9,.799,1.1,4.1,5.2,3.2,1.3,0.3,1.8,4.8,18.3,,109,110
278,Troy Bell,belltr01,Career,,,NBA,,6,0,34,6.2,27.8,.222,0.0,6.2,.000,6.2,21.6,.286,4.6,4.6,1.000,4.6,1.5,6.2,6.2,1.5,0.0,9.3,9.3,17.0,,61,108
281,DeAndre' Bembry,bembrde01,Career,,,NBA,,60,1,749,5.8,13.2,.441,0.6,2.8,.209,5.2,10.4,.503,1.4,2.7,.512,1.4,6.3,7.7,4.1,1.4,1.0,3.6,3.7,13.6,,87,109
284,Dragan Bender,bendedr01,Career,,,NBA,,121,33,2510,4.3,11.6,.369,2.6,7.6,.341,1.7,4.0,.424,0.8,1.1,.702,1.1,6.9,8.0,2.8,0.6,1.3,2.7,4.4,11.9,,92,114
285,Jonathan Bender,bendejo01,Career,,,NBA,,262,28,3847,7.0,16.7,.417,1.4,4.1,.340,5.6,12.6,.442,4.6,6.0,.763,2.1,5.9,8.0,2.3,0.6,2.3,3.5,5.3,19.9,,96,105
286,Jerrelle Benimon,benimje01,Career,,,NBA,,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,17.7,35.4,53.1,0.0,0.0,0.0,17.7,0.0,0.0,,46,93
287,Benoit Benjamin,benjabe01,Career,,,NBA,,807,614,21911,8.0,16.1,.497,0.0,0.0,.048,8.0,16.0,.498,4.6,6.3,.721,3.2,10.2,13.5,2.4,1.2,3.5,4.1,5.1,20.5,,100,105
288,Corey Benjamin,benjaco01,Career,,,NBA,,153,16,2191,7.8,19.9,.390,1.4,4.8,.289,6.4,15.1,.423,3.5,5.4,.652,2.1,4.3,6.4,3.5,1.7,1.2,4.0,7.8,20.5,,88,107
289,Anthony Bennett,bennean01,Career,,,NBA,,151,4,1905,6.7,17.0,.392,1.0,3.7,.261,5.7,13.4,.427,3.2,4.8,.670,3.5,9.0,12.5,2.0,1.5,0.7,2.6,5.5,17.5,,94,109
290,Elmer Bennett,benneel01,Career,,,NBA,,21,0,159,5.3,15.5,.340,1.0,3.6,.273,4.3,11.9,.361,4.3,5.9,.722,0.3,3.0,3.3,7.3,3.0,0.3,6.6,5.3,15.9,,79,111
291,Mario Bennett,bennema01,Career,,,NBA,,68,18,606,9.4,17.7,.534,0.1,0.3,.333,9.3,17.4,.537,3.9,7.6,.511,7.1,8.3,15.5,2.0,2.6,1.9,2.8,9.5,22.8,,110,102
292,Mel Bennett,benneme01,Career,,,TOT,,204,0,3725,5.8,15.3,.382,0.0,0.1,.000,5.8,15.2,.384,5.3,8.8,.609,5.4,6.2,11.5,2.5,1.6,1.2,2.9,6.5,17.0,,93,106
294,Tony Bennett,benneto01,Career,,,NBA,,152,7,1886,5.7,13.8,.412,1.4,4.2,.335,4.3,9.6,.446,1.1,1.4,.732,0.7,3.3,4.0,7.8,1.8,0.0,2.4,5.2,13.9,,103,112
295,Winston Bennett,bennewi01,Career,,,NBA,,136,92,2157,6.0,14.1,.425,0.0,0.0,.000,6.0,14.1,.426,3.1,4.5,.694,4.1,5.6,9.7,2.8,1.2,0.5,2.7,7.1,15.2,,99,110
296,David Benoit,benoida01,Career,,,NBA,,492,179,9314,7.4,17.0,.438,1.2,3.7,.319,6.2,13.3,.470,3.2,4.0,.795,3.2,7.8,11.0,1.6,1.2,1.4,2.4,5.7,19.2,,104,106
297,Keith Benson,bensoke02,Career,,,NBA,,3,0,9,0.0,5.8,.000,0.0,0.0,,0.0,5.8,.000,0.0,0.0,,11.6,5.8,17.3,0.0,0.0,0.0,0.0,0.0,0.0,,98,115
298,Kent Benson,bensoke01,Career,,,NBA,,680,233,15719,7.5,15.3,.493,0.0,0.1,.206,7.5,15.2,.495,2.9,3.9,.757,3.6,7.8,11.3,3.5,1.8,1.7,3.1,5.7,18.0,,105,104
299,Ben Bentil,bentibe01,Career,,,NBA,,3,0,10,0.0,15.6,.000,0.0,5.2,.000,0.0,10.4,.000,0.0,0.0,,0.0,10.4,10.4,0.0,0.0,0.0,5.2,5.2,0.0,,0,111
303,Ricky Berry,berryri01,Career,,,NBA,,64,21,1406,8.7,19.3,.450,2.2,5.4,.406,6.5,13.8,.467,4.5,5.6,.789,1.9,4.8,6.7,2.7,1.3,0.7,2.8,6.7,24.0,,109,111
304,Walter Berry,berrywa01,Career,,,NBA,,205,132,4863,11.6,21.4,.539,0.0,0.0,.200,11.5,21.4,.540,4.6,7.2,.638,3.8,5.5,9.3,2.8,1.2,1.5,3.9,5.6,27.7,,107,111
305,Davis Bertans,bertada01,Career,,,NBA,,140,16,1871,7.0,16.0,.438,4.4,11.4,.383,2.7,4.7,.570,1.8,2.2,.819,1.1,5.7,6.7,3.2,1.2,1.5,1.8,4.5,20.2,,115,105
306,Del Beshore,beshode01,Career,,,NBA,,69,,870,4.8,13.5,.352,0.5,1.4,.385,4.2,12.1,.348,3.1,4.7,.667,0.9,2.5,3.4,7.5,3.1,0.3,5.6,5.7,13.2,,80,107
307,Travis Best,besttr01,Career,,,NBA,,708,148,15150,7.1,16.4,.431,0.9,2.7,.345,6.1,13.7,.449,3.9,4.7,.835,0.8,3.6,4.4,8.6,2.3,0.2,3.3,5.7,19.0,,105,105
308,Patrick Beverley,beverpa01,Career,,,NBA,,302,251,8624,5.8,14.0,.413,2.9,7.6,.376,2.9,6.4,.457,1.8,2.3,.767,2.1,4.9,7.0,5.8,2.2,0.7,2.3,5.3,16.2,,113,108
309,Sim Bhullar,bhullsi01,Career,,,NBA,,3,0,3,16.8,33.6,.500,0.0,0.0,,16.8,33.6,.500,0.0,0.0,,0.0,16.8,16.8,16.8,0.0,16.8,0.0,0.0,33.6,,124,88
